id,i_no,material_code,name,unit,i_qty,i_date,post_date,stor_loct,desc,bulan,no_unit,nama_unit,kelompok_unit,biaya_bbm
3252,2024101076,61000043,MINYAK SOLAR,LTR,24,2024-10-05,2024-10-05,EMU Warehouse,WHEEL TRACTOR NO.28,2024-10-31,WT 28,Wheel Tractor 28,Wheel Tractor,271464.23930726846
3253,2024101075,61000043,MINYAK SOLAR,LTR,32,2024-10-05,2024-10-05,EMU Warehouse,GENSET NO.02,2024-10-31,Genset 02,Genset 35 KVA Div 1 Timur,Genset,361952.31907635793
3254,2024101074,61000043,MINYAK SOLAR,LTR,33,2024-10-05,2024-10-05,EMU Warehouse,GENSET NO.28 ( 35 KVA ),2024-10-31,Genset 28,Genset 35 KVA EMU,Genset,373263.3290474941
3255,2024101073,61000043,MINYAK SOLAR,LTR,82,2024-10-05,2024-10-05,EMU Warehouse,DT 49 (KB 8058 VB),2024-10-31,CV. VL,CV. Valfer Lestari,Lain - Lain,927502.8176331671
3256,2024101072,61000043,MINYAK SOLAR,LTR,84,2024-10-05,2024-10-05,EMU Warehouse,DT 48 ( KB 8059 VB ),2024-10-31,CV. VL,CV. Valfer Lestari,Lain - Lain,950124.8375754396
3257,2024101071,61000043,MINYAK SOLAR,LTR,89,2024-10-05,2024-10-05,EMU Warehouse,G-11 (KB 8305 VB),2024-10-31,KB 8305 VB,Mobil KB 8305 VB,Mobil,1006679.8874311204
3258,2024101070,61000043,MINYAK SOLAR,LTR,49,2024-10-05,2024-10-05,EMU Warehouse,EXCAVATOR MINI NO.09,2024-10-31,Exca 09,Excavator Mini 09,Excavator Mini,554239.488585673
3259,2024101069,61000043,MINYAK SOLAR,LTR,36,2024-10-05,2024-10-05,EMU Warehouse,DT 04 (KB 8245 AV),2024-10-31,DT 04,Dump Truck 04,Dump Truck,407196.35896090267
3260,2024101066,61000043,MINYAK SOLAR,LTR,56,2024-10-05,2024-10-05,EMU Warehouse,EXCAVATOR MINI NO.12,2024-10-31,Exca 12,Excavator Mini 12,Excavator Mini,633416.5583836264
3261,2024101065,61000043,MINYAK SOLAR,LTR,60,2024-10-05,2024-10-05,EMU Warehouse,BACHOE LOADER NO.03,2024-10-31,BL 03,Backho Loader 03,Backho Loader,678660.5982681711
3262,2024101063,61000043,MINYAK SOLAR,LTR,20,2024-10-05,2024-10-05,EMU Warehouse,WHEEL TRACTOR NO.27,2024-10-31,WT 27,Wheel Tractor 27,Wheel Tractor,226220.1994227237
3263,2024101061,61000043,MINYAK SOLAR,LTR,28,2024-10-05,2024-10-05,EMU Warehouse,WHEEL TRACTOR NO.29,2024-10-31,WT 29,Wheel Tractor 29,Wheel Tractor,316708.2791918132
3264,2024101060,61000043,MINYAK SOLAR,LTR,32,2024-10-05,2024-10-05,EMU Warehouse,GENSET NO.02,2024-10-31,Genset 02,Genset 35 KVA Div 1 Timur,Genset,361952.31907635793
3265,2024101058,61000043,MINYAK SOLAR,LTR,33,2024-10-05,2024-10-05,EMU Warehouse,GENSET NO.28 ( 35 KVA ),2024-10-31,Genset 28,Genset 35 KVA EMU,Genset,373263.3290474941
3266,2024101056,61000043,MINYAK SOLAR,LTR,66,2024-10-05,2024-10-05,EMU Warehouse,DT 23 (KB 8051 VB),2024-10-31,DT 23,Dump Truck 23,Dump Truck,746526.6580949882
3267,2024101043,61000043,MINYAK SOLAR,LTR,45,2024-10-04,2024-10-04,EMU Warehouse,G-17 (KB 8891 VA),2024-10-31,KB 8891 VA,Mobil KB 8891 VA,Mobil,508995.4487011284
3268,2024101042,61000043,MINYAK SOLAR,LTR,75,2024-10-04,2024-10-04,EMU Warehouse,WHEEL TRACTOR NO.11,2024-10-31,WT 11,Wheel Tractor 11,Wheel Tractor,848325.7478352139
3269,2024101041,61000043,MINYAK SOLAR,LTR,69,2024-10-04,2024-10-04,EMU Warehouse,EXCAVATOR MINI NO.21,2024-10-31,Exca 21,Excavator Mini 21,Excavator Mini,780459.6880083968
3270,2024101040,61000043,MINYAK SOLAR,LTR,46,2024-10-04,2024-10-04,EMU Warehouse,CLOWER NO.04,2024-10-31,CL 04,Crawler 04,Crawler,520306.4586722645
3271,2024101039,61000043,MINYAK SOLAR,LTR,48,2024-10-04,2024-10-04,EMU Warehouse,CLOWER NO.03,2024-10-31,CL 03,Crawler 03,Crawler,542928.4786145369
3272,2024101038,61000043,MINYAK SOLAR,LTR,43,2024-10-04,2024-10-04,EMU Warehouse,CLOWER NO.01,2024-10-31,CL 01,Crawler 01,Crawler,486373.428758856
3273,2024101037,61000043,MINYAK SOLAR,LTR,49,2024-10-04,2024-10-04,EMU Warehouse,EXCAVATOR MINI NO.08,2024-10-31,Exca 08,Excavator Mini 08,Excavator Mini,554239.488585673
3274,2024101036,61000043,MINYAK SOLAR,LTR,84,2024-10-04,2024-10-04,EMU Warehouse,EXCAVATOR MINI NO.08,2024-10-31,Exca 08,Excavator Mini 08,Excavator Mini,950124.8375754396
3275,2024101035,61000043,MINYAK SOLAR,LTR,47,2024-10-04,2024-10-04,EMU Warehouse,DT 56 ( KB 8156 VB ),2024-10-31,CV. VL,CV. Valfer Lestari,Lain - Lain,531617.4686434007
3276,2024101033,61000043,MINYAK SOLAR,LTR,84,2024-10-04,2024-10-04,EMU Warehouse,DT 35 (KB 8337 VB),2024-10-31,DT 35,Dump Truck 35,Dump Truck,950124.8375754396
3277,2024101032,61000043,MINYAK SOLAR,LTR,39,2024-10-04,2024-10-04,EMU Warehouse,DT 17 (KB 8662 VA),2024-10-31,DT 17,Dump Truck 17,Dump Truck,441129.3888743112
3278,2024100267,61000043,MINYAK SOLAR,LTR,88,2024-10-03,2024-10-03,EMU Warehouse,WHEEL TRACTOR NO.03,2024-10-31,WT 03,Wheel Tractor 03,Wheel Tractor,995368.8774599844
3279,2024100266,61000043,MINYAK SOLAR,LTR,20,2024-10-03,2024-10-03,EMU Warehouse,WHEEL TRACTOR NO.27,2024-10-31,WT 27,Wheel Tractor 27,Wheel Tractor,226220.1994227237
3280,2024100265,61000043,MINYAK SOLAR,LTR,12,2024-10-03,2024-10-03,EMU Warehouse,WHEEL TRACTOR NO.29,2024-10-31,WT 29,Wheel Tractor 29,Wheel Tractor,135732.11965363423
3281,2024100264,61000043,MINYAK SOLAR,LTR,32,2024-10-03,2024-10-03,EMU Warehouse,DT 07 (KB 8248 VA),2024-10-31,DT 07,Dump Truck 07,Dump Truck,361952.31907635793
3282,2024100263,61000043,MINYAK SOLAR,LTR,56,2024-10-03,2024-10-03,EMU Warehouse,G-27 (KB 8449 VB),2024-10-31,KB 8449 VB,Mobil KB 8449 VB,Mobil,633416.5583836264
3283,2024100262,61000043,MINYAK SOLAR,LTR,44,2024-10-03,2024-10-03,EMU Warehouse,DT 41 (KB 8413 VB),2024-10-31,DT 41,Dump Truck 41,Dump Truck,497684.43872999214
3284,2024100261,61000043,MINYAK SOLAR,LTR,24,2024-10-03,2024-10-03,EMU Warehouse,GENSET NO.02,2024-10-31,Genset 02,Genset 35 KVA Div 1 Timur,Genset,271464.23930726846
3285,2024100260,61000043,MINYAK SOLAR,LTR,42,2024-10-03,2024-10-03,EMU Warehouse,GENSET NO.28 ( 35 KVA ),2024-10-31,Genset 28,Genset 35 KVA EMU,Genset,475062.4187877198
3286,2024100259,61000043,MINYAK SOLAR,LTR,16,2024-10-03,2024-10-03,EMU Warehouse,WHEEL TRACTOR NO.28,2024-10-31,WT 28,Wheel Tractor 28,Wheel Tractor,180976.15953817897
3287,2024100258,61000043,MINYAK SOLAR,LTR,42,2024-10-03,2024-10-03,EMU Warehouse,EXCAVATOR MINI NO.12,2024-10-31,Exca 12,Excavator Mini 12,Excavator Mini,475062.4187877198
3288,2024100257,61000043,MINYAK SOLAR,LTR,150,2024-10-03,2024-10-03,EMU Warehouse,EXCAVATOR NO.10,2024-10-31,Exca 10,Excavator 10,Excavator,1696651.4956704278
3289,2024100256,61000043,MINYAK SOLAR,LTR,8,2024-10-03,2024-10-03,EMU Warehouse,WHEEL TRACTOR NO.27,2024-10-31,WT 27,Wheel Tractor 27,Wheel Tractor,90488.07976908948
3290,2024100255,61000043,MINYAK SOLAR,LTR,48,2024-10-03,2024-10-03,EMU Warehouse,DT 23 (KB 8051 VB),2024-10-31,DT 23,Dump Truck 23,Dump Truck,542928.4786145369
3291,2024100254,61000043,MINYAK SOLAR,LTR,84,2024-10-03,2024-10-03,EMU Warehouse,EXCAVATOR MINI NO.13,2024-10-31,Exca 13 PT. PAM,Excavator Mini 13 PT. PAM,Excavator Mini,950124.8375754396
3292,2024100253,61000043,MINYAK SOLAR,LTR,28,2024-10-03,2024-10-03,EMU Warehouse,DT 17 (KB 8662 VA),2024-10-31,DT 17,Dump Truck 17,Dump Truck,316708.2791918132
3293,2024100251,61000043,MINYAK SOLAR,LTR,150,2024-10-02,2024-10-02,EMU Warehouse,TRONTON NO.01 ( KB.8659 VA ),2024-10-31,TR 01,Tronton 01,Tronton,1696651.4956704278
3294,2024100250,61000043,MINYAK SOLAR,LTR,70,2024-10-02,2024-10-02,EMU Warehouse,BULDOZER MINI NO.02,2024-10-31,BD 02,Buldozer Mini 02,Bulldozer Mini,791770.697979533
3295,2024100249,61000043,MINYAK SOLAR,LTR,24,2024-10-02,2024-10-02,EMU Warehouse,GENSET NO.02,2024-10-31,Genset 02,Genset 35 KVA Div 1 Timur,Genset,271464.23930726846
3296,2024100248,61000043,MINYAK SOLAR,LTR,39,2024-10-02,2024-10-02,EMU Warehouse,GENSET NO.28 ( 35 KVA ),2024-10-31,Genset 28,Genset 35 KVA EMU,Genset,441129.3888743112
3297,2024100247,61000043,MINYAK SOLAR,LTR,50,2024-10-02,2024-10-02,EMU Warehouse,GENSET NO.18,2024-10-31,Genset 18,Genset 10 KVA Div 4 Barat,Genset,565550.4985568093
3298,2024100246,61000043,MINYAK SOLAR,LTR,60,2024-10-02,2024-10-02,EMU Warehouse,WHEEL TRACTOR NO.29,2024-10-31,WT 29,Wheel Tractor 29,Wheel Tractor,678660.5982681711
3299,2024100245,61000043,MINYAK SOLAR,LTR,49,2024-10-02,2024-10-02,EMU Warehouse,EXCAVATOR MINI NO.09,2024-10-31,Exca 09,Excavator Mini 09,Excavator Mini,554239.488585673
3300,2024100244,61000043,MINYAK SOLAR,LTR,48,2024-10-02,2024-10-02,EMU Warehouse,BACHOE LOADER NO.03,2024-10-31,BL 03,Backho Loader 03,Backho Loader,542928.4786145369
3301,2024100243,61000043,MINYAK SOLAR,LTR,49,2024-10-02,2024-10-02,EMU Warehouse,EXCAVATOR MINI NO.12,2024-10-31,Exca 12,Excavator Mini 12,Excavator Mini,554239.488585673
3302,2024100242,61000043,MINYAK SOLAR,LTR,72,2024-10-02,2024-10-02,EMU Warehouse,WHEEL TRACTOR NO.13,2024-10-31,WT 13,Wheel Tractor 13,Wheel Tractor,814392.7179218053
3303,2024100241,61000043,MINYAK SOLAR,LTR,72,2024-10-02,2024-10-02,EMU Warehouse,WHEEL TRACTOR NO.31,2024-10-31,WT 31,Wheel Tractor 31,Wheel Tractor,814392.7179218053
3304,2024100240,61000043,MINYAK SOLAR,LTR,20,2024-10-02,2024-10-02,EMU Warehouse,WHEEL TRACTOR NO.28,2024-10-31,WT 28,Wheel Tractor 28,Wheel Tractor,226220.1994227237
3305,2024100239,61000043,MINYAK SOLAR,LTR,51,2024-10-02,2024-10-02,EMU Warehouse,DT 07 (KB 8248 VA),2024-10-31,DT 07,Dump Truck 07,Dump Truck,576861.5085279455
3306,2024100238,61000043,MINYAK SOLAR,LTR,61,2024-10-02,2024-10-02,EMU Warehouse,DT 09 (KB 8440 VA),2024-10-31,DT 09,Dump Truck 09,Dump Truck,689971.6082393073
3307,2024100222,61000043,MINYAK SOLAR,LTR,28,2024-10-01,2024-10-01,EMU Warehouse,G-17 (KB 8891 VA),2024-10-31,KB 8891 VA,Mobil KB 8891 VA,Mobil,316708.2791918132
3308,2024100221,61000043,MINYAK SOLAR,LTR,55,2024-10-01,2024-10-01,EMU Warehouse,DT 41 (KB 8413 VB),2024-10-31,DT 41,Dump Truck 41,Dump Truck,622105.5484124902
3309,2024100219,61000043,MINYAK SOLAR,LTR,120,2024-10-01,2024-10-01,EMU Warehouse,TRONTON NO.01 ( KB.8659 VA ),2024-10-31,TR 01,Tronton 01,Tronton,1357321.196536342
3310,2024100218,61000043,MINYAK SOLAR,LTR,72,2024-10-01,2024-10-01,EMU Warehouse,WHEEL TRACTOR NO.13,2024-10-31,WT 13,Wheel Tractor 13,Wheel Tractor,814392.7179218053
3311,2024100217,61000043,MINYAK SOLAR,LTR,28,2024-10-01,2024-10-01,EMU Warehouse,WHEEL TRACTOR NO.27,2024-10-31,WT 27,Wheel Tractor 27,Wheel Tractor,316708.2791918132
3312,2024100216,61000043,MINYAK SOLAR,LTR,70,2024-10-01,2024-10-01,EMU Warehouse,EXCAVATOR MINI NO.08,2024-10-31,Exca 08,Excavator Mini 08,Excavator Mini,791770.697979533
3313,2024100215,61000043,MINYAK SOLAR,LTR,22,2024-10-01,2024-10-01,EMU Warehouse,CLOWER NO.03,2024-10-31,CL 03,Crawler 03,Crawler,248842.21936499607
3314,2024100213,61000043,MINYAK SOLAR,LTR,105,2024-10-01,2024-10-01,EMU Warehouse,WHEEL TRACTOR NO.11,2024-10-31,WT 11,Wheel Tractor 11,Wheel Tractor,1187656.0469692994
3315,2024100212,61000043,MINYAK SOLAR,LTR,43,2024-10-01,2024-10-01,EMU Warehouse,EXCAVATOR MINI NO.21,2024-10-31,Exca 21,Excavator Mini 21,Excavator Mini,486373.428758856
3316,2024100211,61000043,MINYAK SOLAR,LTR,21,2024-10-01,2024-10-01,EMU Warehouse,CLOWER NO.04,2024-10-31,CL 04,Crawler 04,Crawler,237531.2093938599
3317,2024100210,61000043,MINYAK SOLAR,LTR,66,2024-10-01,2024-10-01,EMU Warehouse,DT 48 ( KB 8059 VB ),2024-10-31,CV. VL,CV. Valfer Lestari,Lain - Lain,746526.6580949882
3318,2024100209,61000043,MINYAK SOLAR,LTR,66,2024-10-01,2024-10-01,EMU Warehouse,DT 52 ( KB 8152 VB ),2024-10-31,CV. VL,CV. Valfer Lestari,Lain - Lain,746526.6580949882
3319,2024100208,61000043,MINYAK SOLAR,LTR,72,2024-10-01,2024-10-01,EMU Warehouse,  DT.51 ( KB 1738 XY )  ,2024-10-31,CV. VL,CV. Valfer Lestari,Lain - Lain,814392.7179218053
3320,2024100206,61000043,MINYAK SOLAR,LTR,30,2024-10-01,2024-10-01,EMU Warehouse,DT 56 ( KB 8156 VB ),2024-10-31,CV. VL,CV. Valfer Lestari,Lain - Lain,339330.29913408554
3321,2024100205,61000043,MINYAK SOLAR,LTR,40,2024-10-01,2024-10-01,EMU Warehouse,WHEEL TRACTOR NO.28,2024-10-31,WT 28,Wheel Tractor 28,Wheel Tractor,452440.3988454474
3322,2024100204,61000043,MINYAK SOLAR,LTR,42,2024-10-01,2024-10-01,EMU Warehouse,EXCAVATOR MINI NO.12,2024-10-31,Exca 12,Excavator Mini 12,Excavator Mini,475062.4187877198
3323,2024100203,61000043,MINYAK SOLAR,LTR,29,2024-10-01,2024-10-01,EMU Warehouse,GENSET NO.25,2024-10-31,Genset 25,Genset â€¦.. KVA EMU,Genset,328019.28916294937
3324,2024100202,61000043,MINYAK SOLAR,LTR,48,2024-10-01,2024-10-01,EMU Warehouse,BACHOE LOADER NO.03,2024-10-31,BL 03,Backho Loader 03,Backho Loader,542928.4786145369
3325,2024100201,61000043,MINYAK SOLAR,LTR,61,2024-10-01,2024-10-01,EMU Warehouse,BULDOZER MINI NO.02,2024-10-31,BD 02,Buldozer Mini 02,Bulldozer Mini,689971.6082393073
3326,2024100200,61000043,MINYAK SOLAR,LTR,44,2024-10-01,2024-10-01,EMU Warehouse,GENSET NO.02,2024-10-31,Genset 02,Genset 35 KVA Div 1 Timur,Genset,497684.43872999214
3327,2024100199,61000043,MINYAK SOLAR,LTR,24,2024-10-01,2024-10-01,EMU Warehouse,GENSET NO.28 ( 35 KVA ),2024-10-31,Genset 28,Genset 35 KVA EMU,Genset,271464.23930726846
3328,2024100198,61000043,MINYAK SOLAR,LTR,62,2024-10-01,2024-10-01,EMU Warehouse,DT 35 (KB 8337 VB),2024-10-31,DT 35,Dump Truck 35,Dump Truck,701282.6182104435
3329,2024103248,61000043,MINYAK SOLAR,LTR,52,2024-10-31,2024-10-31,ESG Warehouse,Solar- Mobil KB 8233 VA (G12),2024-10-31,KB 8233 VA,Mobil KB 8233 VA,Mobil,589531.2149940861
3330,2024103246,61000043,MINYAK SOLAR,LTR,56,2024-10-31,2024-10-31,ESG Warehouse,Solar- DT 38 KB 8373 VA,2024-10-31,DT 38,Dump Truck 38,Dump Truck,634879.7699936312
3331,2024103245,61000043,MINYAK SOLAR,LTR,88,2024-10-31,2024-10-31,ESG Warehouse,Solar- Tractor 18,2024-10-31,WT 18,Wheel Tractor 18,Wheel Tractor,997668.209989992
3332,2024103244,61000043,MINYAK SOLAR,LTR,40,2024-10-31,2024-10-31,ESG Warehouse,Solar- Tractor 26,2024-10-31,WT 26,Wheel Tractor 26,Wheel Tractor,453485.5499954509
3333,2024103243,61000043,MINYAK SOLAR,LTR,100,2024-10-31,2024-10-31,ESG Warehouse,Solar- Compactor 05,2024-10-31,CP 05,Compactor 05,Compactor,1133713.8749886272
3334,2024103242,61000043,MINYAK SOLAR,LTR,200,2024-10-31,2024-10-31,ESG Warehouse,Solar- Motor Greader 05,2024-10-31,MG 05,Motor Greader 05,Motor Greader,2267427.7499772543
3335,2024103241,61000043,MINYAK SOLAR,LTR,80,2024-10-31,2024-10-31,ESG Warehouse,Solar- Buldozer Mini 04,2024-10-31,BD 04 PT. PAM,Buldozer Mini 04 PT. PAM,Bulldozer Mini,906971.0999909018
3336,2024103240,61000043,MINYAK SOLAR,LTR,144,2024-10-31,2024-10-31,ESG Warehouse,Solar- Backhoe Loader 04,2024-10-31,BL 04,Backho Loader 04,Backho Loader,1632547.9799836231
3337,2024103238,61000043,MINYAK SOLAR,LTR,180,2024-10-31,2024-10-31,ESG Warehouse,Solar- Excavator 16,2024-10-31,Exca 16,Excavator 16,Excavator,2040684.974979529
3338,2024103237,61000043,MINYAK SOLAR,LTR,50,2024-10-31,2024-10-31,ESG Warehouse,Solar- Excavator 13,2024-10-31,Exca 13,Excavator Mini 13,Excavator Mini,566856.9374943136
3339,2024102627,61000043,MINYAK SOLAR,LTR,115,2024-10-30,2024-10-30,ESG Warehouse,Solar- Tractor 14,2024-10-31,WT 14,Wheel Tractor 14,Wheel Tractor,1303770.9562369213
3340,2024102625,61000043,MINYAK SOLAR,LTR,56,2024-10-30,2024-10-30,ESG Warehouse,Solar- Mobil  KB 8166 VB  (G10,2024-10-31,KB 8166 VB,Mobil KB 8166 VB,Mobil,634879.7699936312
3341,2024102623,61000043,MINYAK SOLAR,LTR,72,2024-10-30,2024-10-30,ESG Warehouse,Solar- Tractor 24,2024-10-31,WT 24,Wheel Tractor 24,Wheel Tractor,816273.9899918116
3342,2024102620,61000043,MINYAK SOLAR,LTR,71,2024-10-30,2024-10-30,ESG Warehouse,Solar- DT 12 KB 8443 VA,2024-10-31,DT 12,Dump Truck 12,Dump Truck,804936.8512419253
3343,2024102618,61000043,MINYAK SOLAR,LTR,78,2024-10-30,2024-10-30,ESG Warehouse,Solar- Mobil DT 10 KB 8441 VA,2024-10-31,DT 10,Dump Truck 10,Dump Truck,884296.8224911292
3344,2024102616,61000043,MINYAK SOLAR,LTR,32,2024-10-30,2024-10-30,ESG Warehouse,Solar- Tractor 26,2024-10-31,WT 26,Wheel Tractor 26,Wheel Tractor,362788.4399963607
3345,2024102614,61000043,MINYAK SOLAR,LTR,32,2024-10-30,2024-10-30,ESG Warehouse,Solar- Tractor 22,2024-10-31,WT 22,Wheel Tractor 22,Wheel Tractor,362788.4399963607
3346,2024102612,61000043,MINYAK SOLAR,LTR,48,2024-10-30,2024-10-30,ESG Warehouse,Solar- DT BIN  02 KB 762 XY,2024-10-31,BIN 02,BIN System 02,BIN System,544182.659994541
3347,2024102590,61000043,MINYAK SOLAR,LTR,100,2024-10-30,2024-10-30,ESG Warehouse,Solar- Compactor 05,2024-10-31,CP 05,Compactor 05,Compactor,1133713.8749886272
3348,2024102589,61000043,MINYAK SOLAR,LTR,200,2024-10-30,2024-10-30,ESG Warehouse,Solar- Motor Greader 05,2024-10-31,MG 05,Motor Greader 05,Motor Greader,2267427.7499772543
3349,2024102587,61000043,MINYAK SOLAR,LTR,80,2024-10-30,2024-10-30,ESG Warehouse,Solar- Buldozer Mini 04,2024-10-31,BD 04 PT. PAM,Buldozer Mini 04 PT. PAM,Bulldozer Mini,906971.0999909018
3350,2024102586,61000043,MINYAK SOLAR,LTR,150,2024-10-30,2024-10-30,ESG Warehouse,Solar- Excavator 11,2024-10-31,Exca 11,Excavator 11,Excavator,1700570.8124829407
3351,2024102585,61000043,MINYAK SOLAR,LTR,80,2024-10-30,2024-10-30,ESG Warehouse,Solar- Excavator 13,2024-10-31,Exca 13,Excavator Mini 13,Excavator Mini,906971.0999909018
3352,2024102582,61000043,MINYAK SOLAR,LTR,50,2024-10-30,2024-10-30,ESG Warehouse,Solar- Excavator Mini 14,2024-10-31,Exca 14,Excavator Mini 14,Excavator Mini,566856.9374943136
3353,2024102470,61000043,MINYAK SOLAR,LTR,72,2024-10-29,2024-10-29,ESG Warehouse,Solar- DT 29 KB 8315 VB,2024-10-31,DT 29,Dump Truck 29,Dump Truck,816273.9899918116
3354,2024102469,61000043,MINYAK SOLAR,LTR,38,2024-10-29,2024-10-29,ESG Warehouse,Solar- DT 38 KB 8373 VA,2024-10-31,DT 38,Dump Truck 38,Dump Truck,430811.27249567833
3355,2024102468,61000043,MINYAK SOLAR,LTR,60,2024-10-29,2024-10-29,ESG Warehouse,Solar- DT BIN  01 KB 8013 VB,2024-10-31,BIN 01,BIN System 01,BIN System,680228.3249931763
3356,2024102467,61000043,MINYAK SOLAR,LTR,35,2024-10-29,2024-10-29,ESG Warehouse,Solar- Tractor 23,2024-10-31,WT 23,Wheel Tractor 23,Wheel Tractor,396799.8562460195
3357,2024102466,61000043,MINYAK SOLAR,LTR,144,2024-10-29,2024-10-29,ESG Warehouse,Solar- Backhoe Loader 04,2024-10-31,BL 04,Backho Loader 04,Backho Loader,1632547.9799836231
3358,2024102465,61000043,MINYAK SOLAR,LTR,100,2024-10-29,2024-10-29,ESG Warehouse,Solar- Compactor 05,2024-10-31,CP 05,Compactor 05,Compactor,1133713.8749886272
3359,2024102464,61000043,MINYAK SOLAR,LTR,50,2024-10-29,2024-10-29,ESG Warehouse,Solar- Excavator 19,2024-10-31,Exca 19,Excavator Mini 19,Excavator Mini,566856.9374943136
3360,2024102463,61000043,MINYAK SOLAR,LTR,50,2024-10-29,2024-10-29,ESG Warehouse,Solar- Excavator Mini 14,2024-10-31,Exca 14,Excavator Mini 14,Excavator Mini,566856.9374943136
3361,2024102462,61000043,MINYAK SOLAR,LTR,80,2024-10-29,2024-10-29,ESG Warehouse,Solar- Buldozer Mini 04,2024-10-31,BD 04 PT. PAM,Buldozer Mini 04 PT. PAM,Bulldozer Mini,906971.0999909018
3362,2024102461,61000043,MINYAK SOLAR,LTR,56,2024-10-28,2024-10-28,ESG Warehouse,Solar- Tractor 26,2024-10-31,WT 26,Wheel Tractor 26,Wheel Tractor,634879.7699936312
3363,2024102460,61000043,MINYAK SOLAR,LTR,80,2024-10-28,2024-10-28,ESG Warehouse,Solar- Tractor 18,2024-10-31,WT 18,Wheel Tractor 18,Wheel Tractor,906971.0999909018
3364,2024102459,61000043,MINYAK SOLAR,LTR,192,2024-10-28,2024-10-28,ESG Warehouse,Solar- Genset 09 - ESG VI,2024-10-31,Genset 09,Genset 25 KVA Div 5 Timur,Genset,2176730.639978164
3365,2024102458,61000043,MINYAK SOLAR,LTR,60,2024-10-28,2024-10-28,ESG Warehouse,Solar- Buldozer Mini 04,2024-10-31,BD 04 PT. PAM,Buldozer Mini 04 PT. PAM,Bulldozer Mini,680228.3249931763
3366,2024102457,61000043,MINYAK SOLAR,LTR,180,2024-10-28,2024-10-28,ESG Warehouse,Solar- Excavator 16,2024-10-31,Exca 16,Excavator 16,Excavator,2040684.974979529
3367,2024102456,61000043,MINYAK SOLAR,LTR,100,2024-10-28,2024-10-28,ESG Warehouse,Solar- Excavator 11,2024-10-31,Exca 11,Excavator 11,Excavator,1133713.8749886272
3368,2024102455,61000043,MINYAK SOLAR,LTR,50,2024-10-28,2024-10-28,ESG Warehouse,Solar- Excavator Mini 14,2024-10-31,Exca 14,Excavator Mini 14,Excavator Mini,566856.9374943136
3369,2024102454,61000043,MINYAK SOLAR,LTR,50,2024-10-28,2024-10-28,ESG Warehouse,Solar- Excavator 19,2024-10-31,Exca 19,Excavator Mini 19,Excavator Mini,566856.9374943136
3370,2024102453,61000043,MINYAK SOLAR,LTR,30,2024-10-26,2024-10-26,ESG Warehouse,Solar- Tractor 23,2024-10-31,WT 23,Wheel Tractor 23,Wheel Tractor,340114.16249658813
3371,2024102452,61000043,MINYAK SOLAR,LTR,47,2024-10-26,2024-10-26,ESG Warehouse,Solar- Mobil KB 8233 VA (G12),2024-10-31,KB 8233 VA,Mobil KB 8233 VA,Mobil,532845.5212446548
3372,2024102450,61000043,MINYAK SOLAR,LTR,45,2024-10-26,2024-10-26,ESG Warehouse,Solar- Mobil  KB 8166 VB  (G10,2024-10-31,KB 8166 VB,Mobil KB 8166 VB,Mobil,510171.24374488223
3373,2024102374,61000043,MINYAK SOLAR,LTR,72,2024-10-26,2024-10-26,ESG Warehouse,Solar- Tractor 24,2024-10-31,WT 24,Wheel Tractor 24,Wheel Tractor,816273.9899918116
3374,2024102372,61000043,MINYAK SOLAR,LTR,58,2024-10-26,2024-10-26,ESG Warehouse,Solar- DT BIN  02 KB 762 XY,2024-10-31,BIN 02,BIN System 02,BIN System,657554.0474934038
3375,2024102371,61000043,MINYAK SOLAR,LTR,170,2024-10-26,2024-10-26,ESG Warehouse,Solar- Motor Greader 05,2024-10-31,MG 05,Motor Greader 05,Motor Greader,1927313.587480666
3376,2024102370,61000043,MINYAK SOLAR,LTR,150,2024-10-26,2024-10-26,ESG Warehouse,Solar- Compactor 05,2024-10-31,CP 05,Compactor 05,Compactor,1700570.8124829407
3377,2024102369,61000043,MINYAK SOLAR,LTR,40,2024-10-26,2024-10-26,ESG Warehouse,Solar- Crauler 02,2024-10-31,CL 02,Crawler 02,Crawler,453485.5499954509
3378,2024102368,61000043,MINYAK SOLAR,LTR,65,2024-10-25,2024-10-25,ESG Warehouse,Solar- Mobil DT 10 KB 8441 VA,2024-10-31,DT 10,Dump Truck 10,Dump Truck,736914.0187426077
3379,2024102367,61000043,MINYAK SOLAR,LTR,92,2024-10-25,2024-10-25,ESG Warehouse,Solar- Tractor 18,2024-10-31,WT 18,Wheel Tractor 18,Wheel Tractor,1043016.764989537
3380,2024102366,61000043,MINYAK SOLAR,LTR,30,2024-10-25,2024-10-25,ESG Warehouse,Solar- Tractor 22,2024-10-31,WT 22,Wheel Tractor 22,Wheel Tractor,340114.16249658813
3381,2024102365,61000043,MINYAK SOLAR,LTR,34,2024-10-25,2024-10-25,ESG Warehouse,Solar- DT 38 KB 8373 VA,2024-10-31,DT 38,Dump Truck 38,Dump Truck,385462.7174961332
3382,2024102364,61000043,MINYAK SOLAR,LTR,68,2024-10-25,2024-10-25,ESG Warehouse,Solar- Tractor 26,2024-10-31,WT 26,Wheel Tractor 26,Wheel Tractor,770925.4349922665
3383,2024102363,61000043,MINYAK SOLAR,LTR,78,2024-10-25,2024-10-25,ESG Warehouse,Solar- DT 12 KB 8443 VA,2024-10-31,DT 12,Dump Truck 12,Dump Truck,884296.8224911292
