id,i_no,material_code,name,unit,i_qty,i_date,post_date,stor_loct,desc,bulan,no_unit,nama_unit,kelompok_unit,biaya_bbm
9056,2025013170,61000043,MINYAK SOLAR,LTR,20,2025-01-30,2025-01-30,GMO Warehouse,U/ BBM- GST 23 3KVA DIV I TUGA,2025-01-31,Genset 23,Genset 3 KVA Barak F10 Div 1 Barat,Genset,246854.9105760583
9057,2025013169,61000043,MINYAK SOLAR,LTR,266,2025-01-30,2025-01-30,GMO Warehouse,u/ BBM- Genset 05 25 KVA ,2025-01-31,Genset 05,Genset â€¦.. KVA,Genset,3283170.3106615758
9058,2025013168,61000043,MINYAK SOLAR,LTR,189,2025-01-30,2025-01-30,GMO Warehouse,u/ BBM GENSET 19 150 KVA PARKI,2025-01-31,Genset 19,Genset 150 KVA Tugang,Genset,2332778.9049437507
9059,2025013167,61000043,MINYAK SOLAR,LTR,80,2025-01-30,2025-01-30,GMO Warehouse,u/ BBM- Mini Tronton KB 8661 V,2025-01-31,TR 02,Tronton Mini 02,Tronton,987419.6423042332
9060,2025013166,61000043,MINYAK SOLAR,LTR,76,2025-01-30,2025-01-30,GMO Warehouse,u/ BBM- KIOTI 24 Sedadung,2025-01-31,WT 24,Wheel Tractor 24,Wheel Tractor,938048.6601890216
9061,2025013165,61000043,MINYAK SOLAR,LTR,50,2025-01-30,2025-01-30,GMO Warehouse,u/ BBM- FORKLIFT 01,2025-01-31,FOR 01,Forklift 01,Forklift,617137.2764401457
9062,2025013093,61000043,MINYAK SOLAR,LTR,170,2025-01-28,2025-01-28,GMO Warehouse,u/ BBM-Tronton 01 KB 8659 VA,2025-01-31,TR 01,Tronton 01,Tronton,2098266.739896496
9063,2025013092,61000043,MINYAK SOLAR,LTR,780,2025-01-28,2025-01-28,GMO Warehouse,GENSET 220KVA TUGANG-WORKSHOP,2025-01-31,Genset 29,Genset 220 KVA Tugang,Genset,9627341.512466272
9064,2025013089,61000043,MINYAK SOLAR,LTR,70,2025-01-25,2025-01-25,GMO Warehouse,u/ BBM- Mobil KB 8234 VA Hilux,2025-01-31,KB 8234 VA,Mobil KB 8234 VA,Mobil,863992.187016204
9065,2025013088,61000043,MINYAK SOLAR,LTR,75,2025-01-25,2025-01-25,GMO Warehouse,u/ BBM- DT 05 KB 8246 VA DT HI,2025-01-31,DT 05,Dump Truck 05,Dump Truck,925705.9146602184
9066,2025013087,61000043,MINYAK SOLAR,LTR,77,2025-01-25,2025-01-25,GMO Warehouse,u/ BBM- EXCA 18 305 5E2,2025-01-31,Exca 18,Excavator Mini 18,Excavator Mini,950391.4057178244
9067,2025013080,61000043,MINYAK SOLAR,LTR,77,2025-01-25,2025-01-25,GMO Warehouse,u/ BBM- Backhoe Loader 05 JCB,2025-01-31,BL 05,Backho Loader 05,Backho Loader,950391.4057178244
9068,2025013078,61000043,MINYAK SOLAR,LTR,140,2025-01-25,2025-01-25,GMO Warehouse,u/ BBM- KIOTI 25 TUGANG II,2025-01-31,WT 25,Wheel Tractor 25,Wheel Tractor,1727984.374032408
9069,2025013076,61000043,MINYAK SOLAR,LTR,70,2025-01-25,2025-01-25,GMO Warehouse,u/ BBM- EXCA 23 305 5E2,2025-01-31,Exca 23,Excavator Mini 23,Excavator Mini,863992.187016204
9070,2025013075,61000043,MINYAK SOLAR,LTR,56,2025-01-25,2025-01-25,GMO Warehouse,u/ BBM- EXCA 21 305 5E2,2025-01-31,Exca 21,Excavator Mini 21,Excavator Mini,691193.7496129632
9071,2025013073,61000043,MINYAK SOLAR,LTR,36,2025-01-25,2025-01-25,GMO Warehouse,u/ BBM- DT 13  KB 8445 VA HINO,2025-01-31,DT 13,Dump Truck 13,Dump Truck,444338.8390369049
9072,2025013071,61000043,MINYAK SOLAR,LTR,20,2025-01-25,2025-01-25,GMO Warehouse,U/ BBM- GST 23 3KVA DIV I TUGA,2025-01-31,Genset 23,Genset 3 KVA Barak F10 Div 1 Barat,Genset,246854.9105760583
9073,2025013070,61000043,MINYAK SOLAR,LTR,88,2025-01-25,2025-01-25,GMO Warehouse,u/ BBM- Motor Greader 03 CATER,2025-01-31,MG 03,Motor Greader 03,Motor Greader,1086161.6065346564
