id,blok,estate,divisi,status_lahan,tahun_tanam,jenis_bibit,status_tanaman,blok_tt,jumlah_pokok,luas,sph
428,E13,Sedadung,5,Inti,2022,Lonsum,TBM,E132022,281,2.14,131.30841121495325
429,E14,Sedadung,5,Inti,2020,Socfindo,TM,E142020,251,2.12,118.39622641509432
430,E14,Sedadung,5,Inti,2022,Lonsum,TBM,E142022,389,2.87,135.54006968641116
431,E14,Sedadung,5,Inti,2023,Lonsum,TBM,E142023,170,1.32,128.78787878787878
432,E15,Sedadung,5,Inti,2010,Socfindo,TM,E152010,2817,21.41,131.5740308267165
433,E15,Sedadung,5,Inti,2020,Socfindo,TM,E152020,1387,10.38,133.6223506743738
434,E15,Sedadung,5,Inti,2021,Socfindo,TBM,E152021,831,6.464851,128.5412455754974
435,E15,Sedadung,5,Inti,2022,Lonsum,TBM,E152022,832,5.28,157.57575757575756
436,E15,Sedadung,5,Inti,2023,Topaz,TBM,E152023,73,0.5700000000000001,128.07017543859646
437,E16,Sedadung,5,Inti,2020,Socfindo,TM,E162020,277,2.16,128.24074074074073
438,E16,Sedadung,5,Inti,2021,Socfindo,TBM,E162021,2683,20.750000000000004,129.30120481927707
439,E16,Sedadung,5,Inti,2022,Lonsum,TBM,E162022,230,1.56,147.43589743589743
440,E16,Sedadung,5,Inti,2023,Lonsum,TBM,E162023,56,0.34,164.70588235294116
441,E17,Sedadung,5,Inti,2010,Socfindo,TM,E172010,945,7.499999999999999,126.0
442,E17,Sedadung,5,Inti,2020,Socfindo,TM,E172020,985,7.190000000000001,136.99582753824754
443,E17,Sedadung,5,Inti,2021,Socfindo,TBM,E172021,145,1.02,142.15686274509804
444,E17,Sedadung,5,Inti,2023,Lonsum,TBM,E172023,54,0.38,142.10526315789474
445,E18,Sedadung,5,Inti,2022,Lonsum,TBM,E182022,379,2.75,137.8181818181818
446,E18,Sedadung,5,Inti,2023,Lonsum,TBM,E182023,49,0.32,153.125
447,E19,Sedadung,5,Inti,2022,Lonsum,TBM,E192022,438,3.3200000000000003,131.9277108433735
448,E20,Sedadung,6,Plasma,2013,Damimas,TM,E202013,1314,11.91,110.32745591939546
449,E20,Sedadung,6,Plasma,2020,Socfindo,TM,E202020,614,1.52,403.9473684210526
450,E20,Sedadung,6,Plasma,2021,Socfindo,TBM,E202021,3343,24.21,138.08343659644774
451,E20,Sedadung,6,Plasma,2022,Lonsum,TBM,E202022,1723,11.5,149.82608695652175
452,E20,Sedadung,6,Plasma,2023,Lonsum,TBM,E202023,87,0.5,174.0
453,E21,Sedadung,6,Plasma,2023,Lonsum,TBM,E212023,35,0.23,152.17391304347825
454,E22,Sedadung,6,Plasma,2022,Lonsum,TBM,E222022,561,3.42,164.03508771929825
455,E22,Sedadung,6,Plasma,2023,Sriwijaya,TBM,E222023,421,3.08,136.68831168831167
456,E23,Sedadung,6,Plasma,2011,Lonsum,TM,E232011,2225,20.76,107.17726396917148
457,E23,Sedadung,6,Plasma,2021,Socfindo,TBM,E232021,1761,11.77,149.6176720475786
458,E23,Sedadung,6,Plasma,2022,Lonsum,TBM,E232022,450,2.37,189.873417721519
459,E24,Sedadung,6,Plasma,2012,Lonsum,TM,E242012,1610,13.98,115.1645207439199
460,E24,Sedadung,6,Plasma,2021,Socfindo,TBM,E242021,5495,37.4,146.92513368983958
461,E24,Sedadung,6,Plasma,2022,Lonsum,TBM,E242022,984,6.69,147.08520179372198
462,E24,Sedadung,6,Plasma,2023,Sriwijaya,TBM,E242023,18,0.1,180.0
463,E25,Sedadung,6,Inti,2009,Lonsum,TM,E252009,1993,15.58,127.9204107830552
464,E25,Sedadung,6,Inti,2020,Socfindo,TM,E252020,118,0.51,231.37254901960785
465,E26,Sedadung,6,Inti,2009,Lonsum,TM,E262009,2503,17.87,140.0671516508114
466,E26,Sedadung,6,Inti,2020,Socfindo,TM,E262020,224,1.04,215.3846153846154
467,E26,Sedadung,6,Inti,2021,Socfindo,TBM,E262021,177,1.2000000000000002,147.49999999999997
468,E26,Sedadung,6,Inti,2022,Lonsum,TBM,E262022,848,5.819999999999999,145.7044673539519
469,E26,Sedadung,6,Inti,2023,Lonsum,TBM,E262023,74,0.6699999999999999,110.44776119402988
470,E26,Sedadung,6,Inti,2024,Topaz,TBM,E262024,207,1.64,126.21951219512196
471,E27,Sedadung,6,Inti,2009,Lonsum,TM,E272009,1692,14.51,116.6092350103377
472,E27,Sedadung,6,Inti,2020,Socfindo,TM,E272020,68,0.17,400.0
473,E27,Sedadung,6,Inti,2022,Lonsum,TBM,E272022,184,0.6,306.6666666666667
474,E28,Sedadung,6,Inti,2009,Socfindo,TM,E282009,3968,27.43,144.65913233685745
475,E28,Sedadung,6,Inti,2020,Socfindo,TM,E282020,680,4.85,140.20618556701032
476,E28,Sedadung,6,Inti,2021,Lonsum,TBM,E282021,1845,13.440651,137.2701366920397
477,E28,Sedadung,6,Inti,2022,Lonsum,TBM,E282022,971,6.49,149.61479198767333
478,E28,Sedadung,6,Inti,2023,Lonsum,TBM,E282023,95,0.72,131.94444444444446
479,E29,Sedadung,6,Inti,2009,Lonsum,TM,E292009,3791,31.770000000000003,119.32640856153604
480,E29,Sedadung,6,Inti,2020,Socfindo,TM,E292020,323,1.82,177.47252747252747
481,E29,Sedadung,6,Inti,2021,Socfindo,TBM,E292021,655,4.94,132.59109311740892
482,E29,Sedadung,6,Inti,2022,Lonsum,TBM,E292022,195,1.21,161.15702479338844
483,E29,Sedadung,6,Inti,2023,Lonsum,TBM,E292023,68,0.52,130.76923076923077
484,E30,Sedadung,6,Inti,2009,Lonsum,TM,E302009,1574,9.94,158.3501006036217
485,E30,Sedadung,6,Inti,2020,Socfindo,TM,E302020,5,0.03,166.66666666666669
486,E31,Sedadung,6,Inti,2009,Lonsum,TM,E312009,2113,16.93,124.80803307737744
487,E31,Sedadung,6,Inti,2021,Socfindo,TBM,E312021,100,0.87,114.94252873563218
488,E31,Sedadung,6,Inti,2022,Lonsum,TBM,E312022,118,0.54,218.5185185185185
489,E32,Sedadung,5,Inti,2010,Socfindo,TM,E322010,1066,7.19,148.2614742698192
490,E32,Sedadung,5,Inti,2021,Socfindo,TBM,E322021,80,0.75,106.66666666666669
491,E32,Sedadung,5,Inti,2022,Lonsum,TBM,E322022,578,3.96,145.95959595959596
492,E32,Sedadung,5,Inti,2023,Lonsum,TBM,E322023,639,4.29,148.95104895104896
493,E33,Sedadung,5,Inti,2010,Socfindo,TM,E332010,3596,25.71,139.86775573706728
494,E33,Sedadung,5,Inti,2020,Socfindo,TM,E332020,123,0.59,208.4745762711865
495,E33,Sedadung,5,Inti,2021,Lonsum,TBM,E332021,1246,8.93,139.5296752519597
496,E33,Sedadung,5,Inti,2022,Lonsum,TBM,E332022,116,0.75,154.66666666666666
497,E33,Sedadung,5,Inti,2023,Topaz,TBM,E332023,273,1.77,154.23728813559322
498,E34,Sedadung,6,Inti,2009,Socfindo,TM,E342009,2202,16.56,132.97101449275362
499,E34,Sedadung,6,Inti,2020,Socfindo,TM,E342020,122,0.4,305.0
500,E34,Sedadung,6,Inti,2021,Socfindo,TBM,E342021,1090,7.901022,137.95683647001616
501,E34,Sedadung,6,Inti,2022,Lonsum,TBM,E342022,642,4.4,145.9090909090909
502,E35,Sedadung,6,Inti,2010,Damimas,TM,E352010,2552,19.19,132.98593017196455
503,E35,Sedadung,6,Inti,2020,Socfindo,TM,E352020,202,0.8099999999999999,249.38271604938276
504,E35,Sedadung,6,Inti,2021,Socfindo,TBM,E352021,1729,13.169999999999998,131.28321943811696
505,E35,Sedadung,6,Inti,2022,Lonsum,TBM,E352022,643,4.220000000000001,152.36966824644549
506,E35,Sedadung,6,Inti,2023,Lonsum,TBM,E352023,244,1.83,133.33333333333331
507,E36,Sedadung,6,Inti,2009,Lonsum,TM,E362009,1323,11.93,110.89689857502096
508,E36,Sedadung,6,Inti,2020,Socfindo,TM,E362020,177,0.99,178.78787878787878
509,E36,Sedadung,6,Inti,2021,Socfindo,TBM,E362021,1676,12.1,138.51239669421489
510,E36,Sedadung,6,Inti,2022,Lonsum,TBM,E362022,394,2.58,152.71317829457365
511,E36,Sedadung,6,Inti,2023,Lonsum,TBM,E362023,6,0.05,120.0
512,E37,Sedadung,6,Plasma,2011,Damimas,TM,E372011,686,6.79,101.03092783505154
513,E37,Sedadung,6,Plasma,2020,Socfindo,TM,E372020,688,5.359999999999999,128.3582089552239
514,E37,Sedadung,6,Plasma,2021,Socfindo,TBM,E372021,2000,14.87,134.49899125756556
515,E37,Sedadung,6,Plasma,2022,Lonsum,TBM,E372022,3239,23.42,138.30059777967548
516,E37,Sedadung,6,Plasma,2023,Lonsum,TBM,E372023,94,0.5900000000000001,159.32203389830505
517,E38,Sedadung,6,Inti,2021,Socfindo,TBM,E382021,1424,9.81,145.158002038736
518,E38,Sedadung,6,Inti,2022,Lonsum,TBM,E382022,301,1.95,154.35897435897436
519,F01,Tugang,1,Plasma,2010,Socfindo,TM,F012010,928,11.75,78.97872340425532
520,F01,Tugang,1,Plasma,2021,Socfindo,TBM,F012021,114,0.8300000000000001,137.34939759036143
521,F01,Tugang,1,Plasma,2022,Socfindo,TBM,F012022,565,0.94,601.0638297872341
522,F02,Tugang,1,Plasma,2010,Socfindo,TM,F022010,1690,17.12,98.71495327102804
523,F02,Tugang,1,Plasma,2021,Socfindo,TBM,F022021,113,0.81,139.50617283950618
524,F02,Tugang,1,Plasma,2022,Socfindo,TBM,F022022,355,2.21,160.63348416289594
525,F02,Tugang,1,Plasma,2023,Sriwijaya,TBM,F022023,130,0.0,0.0
526,F03,Tugang,1,Plasma,2010,Lonsum,TM,F032010,1734,18.450000000000003,93.98373983739836
527,F03,Tugang,1,Plasma,2021,Lonsum,TBM,F032021,330,2.33,141.63090128755366
528,F03,Tugang,1,Plasma,2022,Socfindo,TBM,F032022,162,0.77,210.3896103896104
529,F03,Tugang,1,Plasma,2023,Lonsum,TBM,F032023,3044,17.7,171.9774011299435
530,F04,Tugang,1,Plasma,2009,Lonsum,TM,F042009,2981,23.8,125.25210084033613
531,F04,Tugang,1,Plasma,2021,Lonsum,TBM,F042021,241,1.77,136.1581920903955
532,F04,Tugang,1,Plasma,2023,Sriwijaya,TBM,F042023,130,0.0,0.0
533,F05,Tugang,1,Plasma,2009,Lonsum,TM,F052009,1030,9.25,111.35135135135135
534,F05,Tugang,1,Plasma,2021,Lonsum,TBM,F052021,78,0.52,150.0
535,F05,Tugang,1,Plasma,2022,Socfindo,TBM,F052022,276,1.3099999999999998,210.6870229007634
536,F05,Tugang,1,Plasma,2023,Sriwijaya,TBM,F052023,762,5.050000000000001,150.89108910891088
537,F06,Tugang,1,Inti,2008,Lonsum,TM,F062008,2757,23.82,115.74307304785894
538,F06,Tugang,1,Inti,2021,Lonsum,TBM,F062021,418,3.01,138.8704318936877
539,F06,Tugang,1,Inti,2023,Sriwijaya,TBM,F062023,143,0.4599999999999999,310.8695652173913
540,F07,Tugang,1,Plasma,2009,Lonsum,TM,F072009,2513,20.05,125.3366583541147
541,F07,Tugang,1,Plasma,2021,Lonsum,TBM,F072021,173,1.33,130.0751879699248
542,F07,Tugang,1,Plasma,2022,Socfindo,TBM,F072022,1940,14.11,137.49114103472715
543,F07,Tugang,1,Plasma,2023,Lonsum,TBM,F072023,59,0.1200000000000001,491.666666666666
544,F08,Tugang,2,Plasma,2009,Lonsum,TM,F082009,896,7.43,120.59219380888293
545,F08,Tugang,2,Plasma,2022,Socfindo,TBM,F082022,262,1.99,131.65829145728642
546,F08,Tugang,2,Plasma,2023,Topaz,TBM,F082023,628,4.300000000000001,146.04651162790697
547,F09,Tugang,1,Inti,2009,Lonsum,TM,F092009,2527,19.63,128.73153336729496
548,F09,Tugang,1,Inti,2021,Lonsum,TBM,F092021,111,1.07,103.73831775700934
549,F10,Tugang,1,Plasma,2009,Lonsum,TM,F102009,2861,23.58,121.33163698049196
550,F11,Tugang,2,Plasma,2009,Lonsum,TM,F112009,2783,23.31,119.3908193908194
551,F11,Tugang,2,Plasma,2022,Socfindo,TBM,F112022,56,0.43,130.2325581395349
552,F11,Tugang,2,Plasma,2023,Sriwijaya,TBM,F112023,10,0.11,90.9090909090909
553,F12,Tugang,1,Inti,2008,Lonsum,TM,F122008,1372,10.46,131.16634799235183
554,F12,Tugang,1,Inti,2021,Lonsum,TBM,F122021,59,0.39,151.28205128205127
555,F13,Tugang,1,Inti,2009,Lonsum,TM,F132009,2978,22.46,132.5912733748887
556,F13,Tugang,1,Inti,2022,Socfindo,TBM,F132022,123,0.69,178.2608695652174
557,F14,Tugang,2,Inti,2009,Lonsum,TM,F142009,3908,33.41,116.97096677641426
558,F14,Tugang,2,Inti,2022,Lonsum,TBM,F142022,701,5.18,135.32818532818533
559,F14,Tugang,2,Inti,2023,Sriwijaya,TBM,F142023,267,0.99,269.6969696969697
560,F15,Tugang,1,Inti,2009,Lonsum,TM,F152009,1844,13.670000000000002,134.89392831016823
561,F15,Tugang,1,Inti,2020,Socfindo,TM,F152020,27,0.04,675.0
562,F16,Tugang,1,Inti,2009,Lonsum,TM,F162009,471,3.51,134.18803418803418
563,F16,Tugang,1,Inti,2021,Socfindo,TBM,F162021,116,0.89,130.3370786516854
564,F17,Tugang,1,Inti,2010,Socfindo,TM,F172010,1243,8.72,142.545871559633
565,F17,Tugang,1,Inti,2020,Socfindo,TM,F172020,36,0.13,276.9230769230769
566,F17,Tugang,1,Inti,2021,Lonsum,TBM,F172021,137,1.02,134.31372549019608
567,F17,Tugang,1,Inti,2022,Socfindo,TBM,F172022,193,1.41,136.87943262411346
568,F17,Tugang,1,Inti,2023,Sriwijaya,TBM,F172023,101,0.83,121.6867469879518
569,F18,Tugang,1,Inti,2010,Socfindo,TM,F182010,3659,26.01,140.67666282199156
570,F18,Tugang,1,Inti,2020,Socfindo,TM,F182020,39,0.27,144.44444444444443
571,F18,Tugang,1,Inti,2021,Socfindo,TBM,F182021,221,1.48,149.32432432432432
572,F18,Tugang,1,Inti,2022,Lonsum,TBM,F182022,191,1.35,141.48148148148147
573,F19,Tugang,1,Inti,2014,Lonsum,TM,F192014,0,0.0,0.0
574,F19,Tugang,1,Inti,2021,Lonsum,TBM,F192021,219,1.34,163.43283582089552
575,F19,Tugang,1,Inti,2022,Lonsum,TBM,F192022,691,5.19,133.14065510597302
576,F19,Tugang,1,Inti,2023,Sriwijaya,TBM,F192023,183,1.56,117.3076923076923
577,F21,Tugang,2,Inti,2010,Damimas,TM,F212010,363,3.8,95.52631578947368
578,F21,Tugang,2,Inti,2020,Socfindo,TM,F212020,506,3.66,138.25136612021856
579,F22,Tugang,2,Inti,2010,Socfindo,TM,F222010,1106,7.77,142.34234234234236
580,F22,Tugang,2,Inti,2020,Socfindo,TM,F222020,2814,22.96,122.5609756097561
581,F22,Tugang,2,Inti,2021,Socfindo,TBM,F222021,929,7.799999999999999,119.10256410256412
582,F22,Tugang,2,Inti,2022,Socfindo,TBM,F222022,1805,14.57,123.8846945778998
583,F22,Tugang,2,Inti,2023,Lonsum,TBM,F222023,502,3.29,152.5835866261398
584,F23,Tugang,2,Plasma,2010,Lonsum,TM,F232010,2368,18.29,129.4696555494806
585,F23,Tugang,2,Plasma,2020,Socfindo,TM,F232020,230,2.48,92.74193548387098
586,F23,Tugang,2,Plasma,2021,Socfindo,TBM,F232021,79,0.54,146.29629629629628
587,F23,Tugang,2,Plasma,2022,Socfindo,TBM,F232022,103,0.81,127.16049382716048
588,F23,Tugang,2,Plasma,2023,Lonsum,TBM,F232023,1240,12.7,97.63779527559056
589,F24,Tugang,2,Plasma,2011,Damimas,TM,F242011,2047,16.95,120.7669616519174
590,F24,Tugang,2,Plasma,2021,Socfindo,TBM,F242021,854,6.11,139.77086743044188
591,F24,Tugang,2,Plasma,2022,Socfindo,TBM,F242022,61,0.44,138.63636363636363
592,F24,Tugang,2,Plasma,2023,Lonsum,TBM,F242023,339,1.99,170.35175879396988
593,F25,Tugang,1,Inti,2010,Socfindo,TM,F252010,3035,21.03,144.31764146457442
594,F25,Tugang,1,Inti,2020,Socfindo,TM,F252020,131,0.64,204.6875
595,F26,Tugang,1,Inti,2009,Lonsum,TM,F262009,2717,18.09,150.1934770591487
596,F26,Tugang,1,Inti,2020,Socfindo,TM,F262020,372,2.94,126.53061224489797
597,F26,Tugang,1,Inti,2022,Sriwijaya,TBM,F262022,138,1.01,136.63366336633663
598,F27,Tugang,1,Inti,2009,Lonsum,TM,F272009,2866,19.97,143.51527290936403
599,F27,Tugang,1,Inti,2020,Socfindo,TM,F272020,260,1.34,194.02985074626864
600,F27,Tugang,1,Inti,2021,Socfindo,TBM,F272021,82,0.7,117.14285714285715
601,F27,Tugang,1,Inti,2022,Lonsum,TBM,F272022,1101,7.91,139.19089759797723
602,F27,Tugang,1,Inti,2023,Lonsum,TBM,F272023,304,2.38,127.7310924369748
603,F28,Tugang,1,Inti,2009,Lonsum,TM,F282009,4981,35.8,139.13407821229052
604,F28,Tugang,1,Inti,2020,Socfindo,TM,F282020,361,1.89,191.00529100529096
605,F28,Tugang,1,Inti,2021,Socfindo,TBM,F282021,54,0.25,216.0
606,F28,Tugang,1,Inti,2022,Sriwijaya,TBM,F282022,301,2.41,124.89626556016596
607,F29,Tugang,1,Inti,2009,Lonsum,TM,F292009,1243,8.52,145.89201877934272
608,F29,Tugang,1,Inti,2020,Socfindo,TM,F292020,254,1.81,140.3314917127072
609,F29,Tugang,1,Inti,2021,Lonsum,TBM,F292021,367,2.23,164.57399103139014
610,F29,Tugang,1,Inti,2022,Socfindo,TBM,F292022,516,3.78,136.5079365079365
611,F29,Tugang,1,Inti,2023,Lonsum,TBM,F292023,100,0.69,144.92753623188406
612,F30,Tugang,1,Inti,2021,Lonsum,TBM,F302021,679,4.8,141.45833333333334
613,F30,Tugang,1,Inti,2022,Socfindo,TBM,F302022,111,0.96,115.625
614,F30,Tugang,1,Inti,2023,Socfindo,TBM,F302023,516,3.29,156.838905775076
615,F31,Tugang,2,Inti,2010,Socfindo,TM,F312010,3426,23.97,142.92866082603254
616,F31,Tugang,2,Inti,2020,Socfindo,TM,F312020,1483,11.15,133.00448430493273
617,F31,Tugang,2,Inti,2021,Socfindo,TBM,F312021,694,5.16,134.49612403100775
618,F31,Tugang,2,Inti,2022,Lonsum,TBM,F312022,1817,13.77,131.95352214960056
619,F32,Tugang,2,Inti,2010,Lonsum,TM,F322010,3906,30.32,128.8258575197889
620,F32,Tugang,2,Inti,2020,Socfindo,TM,F322020,1229,8.73,140.77892325315003
621,F32,Tugang,2,Inti,2021,Socfindo,TBM,F322021,56,0.43,130.2325581395349
622,F33,Tugang,2,Plasma,2009,Lonsum,TM,F332009,4278,31.680000000000003,135.03787878787878
623,F33,Tugang,2,Plasma,2020,Socfindo,TM,F332020,483,3.0,161.0
624,F33,Tugang,2,Plasma,2021,Socfindo,TBM,F332021,25,0.2,125.0
625,F33,Tugang,2,Plasma,2022,Lonsum,TBM,F332022,18,0.15,120.0
626,F33,Tugang,2,Plasma,2023,Socfindo,TBM,F332023,119,0.37,321.6216216216216
627,F34,Tugang,2,Plasma,2009,Lonsum,TM,F342009,1814,11.89,152.56518082422204
628,F34,Tugang,2,Plasma,2021,Socfindo,TBM,F342021,376,2.406768,156.22610903917618
629,F34,Tugang,2,Plasma,2022,Lonsum,TBM,F342022,24,0.21,114.28571428571428
630,F35,Tugang,2,Plasma,2010,Lonsum,TM,F352010,1746,13.04,133.8957055214724
631,F35,Tugang,2,Plasma,2021,Socfindo,TBM,F352021,368,2.88,127.7777777777778
632,F35,Tugang,2,Plasma,2022,Socfindo,TBM,F352022,1034,7.72,133.9378238341969
633,F35,Tugang,2,Plasma,2023,Sriwijaya,TBM,F352023,746,5.51,135.39019963702358
634,F37,Tugang,2,Inti,2009,Lonsum,TM,F372009,4148,29.51,140.56252117926127
635,F37,Tugang,2,Inti,2020,Socfindo,TM,F372020,563,3.42,164.6198830409357
636,F37,Tugang,2,Inti,2021,Socfindo,TBM,F372021,458,3.06,149.67320261437908
637,F37,Tugang,2,Inti,2022,Socfindo,TBM,F372022,214,1.64,130.48780487804876
638,F37,Tugang,2,Inti,2023,Socfindo,TBM,F372023,117,0.97,120.61855670103093
639,F38,Tugang,2,Inti,2009,Lonsum,TM,F382009,2107,15.69,134.289356277884
640,F38,Tugang,2,Inti,2020,Socfindo,TM,F382020,56,0.21,266.6666666666667
641,G01,Tugang,3,Inti,2010,Lonsum,TM,G012010,3617,27.64,130.86107091172215
642,G01,Tugang,3,Inti,2020,Socfindo,TM,G012020,267,1.17,228.20512820512823
643,G01,Tugang,3,Inti,2021,Socfindo,TBM,G012021,150,1.09,137.61467889908258
644,G01,Tugang,3,Inti,2022,Socfindo,TBM,G012022,57,0.31,183.8709677419355
645,G01,Tugang,3,Inti,2023,Socfindo,TBM,G012023,1275,8.82,144.5578231292517
646,G02,Tugang,3,Inti,2009,Lonsum,TM,G022009,3078,22.55,136.49667405764967
647,G02,Tugang,3,Inti,2020,Socfindo,TM,G022020,761,5.56,136.8705035971223
648,G02,Tugang,3,Inti,2021,Socfindo,TBM,G022021,58,0.33,175.75757575757575
649,G02,Tugang,3,Inti,2022,Socfindo,TBM,G022022,473,4.0,118.25
650,G02,Tugang,3,Inti,2023,Socfindo,TBM,G022023,88,0.75,117.33333333333331
651,G03,Tugang,3,Inti,2009,Lonsum,TM,G032009,3638,27.42,132.6768781911014
652,G03,Tugang,3,Inti,2020,Socfindo,TM,G032020,395,3.02,130.79470198675497
653,G03,Tugang,3,Inti,2021,Socfindo,TBM,G032021,1092,6.859999999999999,159.18367346938777
654,G03,Tugang,3,Inti,2022,Sriwijaya,TBM,G032022,103,0.52,198.07692307692307
655,G04,Tugang,3,Inti,2010,Lonsum,TM,G042010,1945,14.73,132.04344874405973
656,G04,Tugang,3,Inti,2020,Socfindo,TM,G042020,200,1.19,168.0672268907563
657,G05,Tugang,3,Inti,2009,Lonsum,TM,G052009,1074,7.52,142.81914893617022
658,G05,Tugang,3,Inti,2020,Socfindo,TM,G052020,32,0.11,290.90909090909093
659,G06,Tugang,3,Inti,2009,Lonsum,TM,G062009,3327,24.17,137.6499793131982
660,G06,Tugang,3,Inti,2020,Socfindo,TM,G062020,254,0.73,347.94520547945206
661,G06,Tugang,3,Inti,2021,Socfindo,TBM,G062021,60,0.46,130.43478260869566
662,G07,Tugang,3,Inti,2009,Lonsum,TM,G072009,4764,31.03,153.52884305510798
663,G07,Tugang,3,Inti,2020,Socfindo,TM,G072020,360,1.22,295.08196721311475
664,G07,Tugang,3,Inti,2021,Socfindo,TBM,G072021,200,1.36,147.05882352941177
665,G07,Tugang,3,Inti,2022,Sriwijaya,TBM,G072022,41,0.33,124.24242424242424
666,G07,Tugang,3,Inti,2023,Socfindo,TBM,G072023,401,2.83,141.69611307420493
667,G08,Tugang,3,Inti,2009,Lonsum,TM,G082009,2327,17.23,135.0551363900174
668,G08,Tugang,3,Inti,2021,Socfindo,TBM,G082021,1037,7.34,141.28065395095368
669,G08,Tugang,3,Inti,2023,Lonsum,TBM,G082023,143,1.03,138.83495145631068
670,G09,Tugang,3,Inti,2009,Lonsum,TM,G092009,5192,38.77,133.91797781790046
671,G09,Tugang,3,Inti,2020,Socfindo,TM,G092020,194,0.61,318.0327868852459
672,G09,Tugang,3,Inti,2021,Lonsum,TBM,G092021,1023,7.399999999999999,138.24324324324326
673,G09,Tugang,3,Inti,2022,Sriwijaya,TBM,G092022,458,3.64,125.82417582417582
674,G10,Tugang,3,Inti,2010,Socfindo,TM,G102010,4006,25.45,157.40667976424362
675,G10,Tugang,3,Inti,2020,Socfindo,TM,G102020,109,0.71,153.5211267605634
676,G11,Tugang,3,Inti,2009,Lonsum,TM,G112009,5259,32.13999999999999,163.62787803360305
677,G11,Tugang,3,Inti,2020,Socfindo,TM,G112020,193,0.68,283.8235294117647
678,G11,Tugang,3,Inti,2021,Lonsum,TBM,G112021,1614,11.05,146.0633484162896
679,G11,Tugang,3,Inti,2022,Socfindo,TBM,G112022,115,0.9,127.77777777777776
680,G11,Tugang,3,Inti,2023,Socfindo,TBM,G112023,16,0.1,160.0
681,G12,Tugang,3,Inti,2010,Socfindo,TM,G122010,3001,22.03,136.2233318202451
682,G12,Tugang,3,Inti,2020,Socfindo,TM,G122020,275,1.5200000000000002,180.92105263157893
683,G12,Tugang,3,Inti,2021,Socfindo,TBM,G122021,370,2.75,134.54545454545453
684,G12,Tugang,3,Inti,2022,Lonsum,TBM,G122022,736,5.72,128.67132867132867
685,G13,Tugang,4,Inti,2010,Socfindo,TM,G132010,2426,20.55,118.05352798053528
686,G13,Tugang,4,Inti,2021,Socfindo,TBM,G132021,965,6.78,142.33038348082596
687,G13,Tugang,4,Inti,2022,Socfindo,TBM,G132022,1391,10.71,129.8786181139122
688,G15,Tugang,4,Inti,2010,Lonsum,TM,G152010,3475,24.005314685314683,144.759610342698
689,G15,Tugang,4,Inti,2020,Socfindo,TM,G152020,314,1.8846853146853144,166.60606285481057
690,G15,Tugang,4,Inti,2021,Socfindo,TBM,G152021,736,4.93,149.290060851927
691,G15,Tugang,4,Inti,2022,Sriwijaya,TBM,G152022,225,1.78,126.40449438202246
692,G15,Tugang,4,Inti,2023,Socfindo,TBM,G152023,63,0.46,136.95652173913044
693,G16,Tugang,4,Inti,2009,Lonsum,TM,G162009,2589,18.68,138.59743040685223
694,G16,Tugang,4,Inti,2020,Socfindo,TM,G162020,150,0.9,166.66666666666666
695,G16,Tugang,4,Inti,2021,Socfindo,TBM,G162021,1078,7.312004000000001,147.4288033759281
696,G16,Tugang,4,Inti,2022,Sriwijaya,TBM,G162022,157,1.2100000000000002,129.75206611570246
697,G16,Tugang,4,Inti,2023,Socfindo,TBM,G162023,259,1.97,131.47208121827413
698,G17,Tugang,4,Plasma,2011,Damimas,TM,G172011,1395,10.805944055944057,129.09561559618183
699,G17,Tugang,4,Plasma,2020,Socfindo,TM,G172020,357,2.754055944055944,129.62699641977505
700,G17,Tugang,4,Plasma,2021,Socfindo,TBM,G172021,1381,10.33,133.68828654404646
701,G17,Tugang,4,Plasma,2022,Socfindo,TBM,G172022,1048,7.91,132.4905183312263
702,G17,Tugang,4,Plasma,2023,Socfindo,TBM,G172023,341,2.57,132.68482490272373
703,G18,Tugang,4,Inti,2010,Socfindo,TM,G182010,2297,16.97,135.35651149086624
704,G18,Tugang,4,Inti,2020,Socfindo,TM,G182020,294,0.84,350.0
705,G18,Tugang,4,Inti,2021,Socfindo,TBM,G182021,684,4.3500000000000005,157.2413793103448
706,G18,Tugang,4,Inti,2022,Socfindo,TBM,G182022,143,1.01,141.5841584158416
707,G19,Tugang,4,Inti,2009,Lonsum,TM,G192009,2443,17.45,140.0
708,G19,Tugang,4,Inti,2020,Socfindo,TM,G192020,168,0.5900000000000001,284.7457627118644
709,G19,Tugang,4,Inti,2021,Socfindo,TBM,G192021,1182,8.239999999999998,143.4466019417476
710,G19,Tugang,4,Inti,2022,Lonsum,TBM,G192022,270,1.92,140.625
711,G20,Tugang,4,Plasma,2011,Damimas,TM,G202011,1637,15.973496503496502,102.48225863646512
712,G20,Tugang,4,Plasma,2020,Socfindo,TM,G202020,1421,11.576503496503497,122.74863480404
713,G20,Tugang,4,Plasma,2021,Socfindo,TBM,G202021,2144,17.119999999999997,125.2336448598131
714,G20,Tugang,4,Plasma,2022,Socfindo,TBM,G202022,1702,10.74,158.4729981378026
715,G20,Tugang,4,Plasma,2023,Socfindo,TBM,G202023,271,1.96,138.26530612244898
716,G21,Tugang,4,Plasma,2010,Lonsum,TM,G212010,111,1.56,71.15384615384615
717,G21,Tugang,4,Plasma,2021,Socfindo,TBM,G212021,103,0.79,130.37974683544303
718,G21,Tugang,4,Plasma,2022,Socfindo,TBM,G212022,360,2.45,146.93877551020407
