id,blok,estate,divisi,status_lahan,tahun_tanam,jenis_bibit,status_tanaman,blok_tt,jumlah_pokok,luas,sph
1016,J15,Mulau,5,Inti,2020,Socfindo,TM,J152020,86,0.11,781.8181818181819
1017,J16,Mulau,5,Inti,2011,Lonsum,TM,J162011,3777,28.27,133.6045277679519
1018,J16,Mulau,5,Inti,2020,Socfindo,TM,J162020,180,0.37,486.4864864864865
1019,J16,Mulau,5,Inti,2021,Lonsum,TBM,J162021,415,3.3,125.75757575757576
1020,J17,Mulau,4,Inti,2011,Lonsum,TM,J172011,1597,12.07,132.31151615575808
1021,J17,Mulau,4,Inti,2020,Socfindo,TM,J172020,106,0.3,353.33333333333337
1022,J18,Mulau,4,Inti,2011,Lonsum,TM,J182011,2768,21.2,130.56603773584905
1023,J18,Mulau,4,Inti,2020,Socfindo,TM,J182020,293,1.2,244.16666666666669
1024,J19,Mulau,4,Inti,2011,Lonsum,TM,J192011,2860,20.73,137.96430294259528
1025,J19,Mulau,4,Inti,2020,Socfindo,TM,J192020,162,0.67,241.79104477611935
1026,J20,Mulau,5,Inti,2011,Lonsum,TM,J202011,1614,12.25,131.75510204081633
1027,J20,Mulau,5,Inti,2020,Socfindo,TM,J202020,80,0.38,210.52631578947367
1028,J21,Mulau,5,Inti,2011,Lonsum,TM,J212011,1187,9.59,123.7747653806048
1029,J21,Mulau,5,Inti,2020,Socfindo,TM,J212020,73,0.38,192.10526315789477
1030,J22,Mulau,5,Inti,2011,Lonsum,TM,J222011,2735,20.59,132.83147158814958
1031,J22,Mulau,5,Inti,2020,Socfindo,TM,J222020,53,0.06,883.3333333333334
1032,J23,Mulau,5,Inti,2011,Lonsum,TM,J232011,1140,9.28,122.84482758620688
1033,J23,Mulau,5,Inti,2021,Lonsum,TBM,J232021,174,1.2100000000000002,143.80165289256198
1034,J24,Mulau,4,Plasma,2012,Lonsum,TM,J242012,206,2.9,71.0344827586207
1035,J25,Mulau,4,Plasma,2011,Lonsum,TM,J252011,2727,24.09,113.20049813200498
1036,J25,Mulau,4,Plasma,2020,Lonsum,TM,J252020,470,3.28,143.29268292682926
1037,J25,Mulau,4,Plasma,2021,Socfindo,TBM,J252021,3655,26.51,137.87250094304036
1038,J25,Mulau,4,Plasma,2022,Lonsum,TBM,J252022,285,1.98,143.93939393939394
1039,J25,Mulau,4,Plasma,2023,Socfindo,TBM,J252023,88,0.78,112.82051282051282
1040,J26,Mulau,5,Plasma,2011,Lonsum,TM,J262011,1586,11.93,132.94216261525565
1041,J26,Mulau,5,Plasma,2020,Socfindo,TM,J262020,287,1.33,215.7894736842105
1042,J26,Mulau,5,Plasma,2021,Lonsum,TBM,J262021,627,4.7,133.40425531914894
1043,J26,Mulau,5,Plasma,2022,Lonsum,TBM,J262022,44,0.0,0.0
1044,J26,Mulau,5,Plasma,2023,Socfindo,TBM,J262023,26,0.16,162.5
1045,J27,Mulau,5,Plasma,2011,Lonsum,TM,J272011,2913,22.24,130.98021582733813
1046,J27,Mulau,5,Plasma,2020,Socfindo,TM,J272020,51,0.12,425.0
1047,J27,Mulau,5,Plasma,2021,Lonsum,TBM,J272021,1264,9.83,128.58596134282809
1048,J27,Mulau,5,Plasma,2022,Socfindo,TBM,J272022,165,0.7699999999999999,214.2857142857143
1049,J27,Mulau,5,Plasma,2024,Topaz,TBM,J272024,121,0.89,135.95505617977528
1050,J28,Mulau,5,Plasma,2011,Lonsum,TM,J282011,3350,24.52,136.6231647634584
1051,J28,Mulau,5,Plasma,2020,Lonsum,TM,J282020,264,1.85,142.7027027027027
1052,J28,Mulau,5,Plasma,2021,Lonsum,TBM,J282021,395,3.06,129.08496732026146
1053,J28,Mulau,5,Plasma,2022,Lonsum,TBM,J282022,163,1.1,148.18181818181816
1054,J29,Mulau,5,Plasma,2011,Lonsum,TM,J292011,3490,26.1,133.71647509578546
1055,J29,Mulau,5,Plasma,2020,Lonsum,TM,J292020,254,1.77,143.50282485875707
1056,J29,Mulau,5,Plasma,2021,Lonsum,TBM,J292021,372,2.71,137.26937269372695
1057,J30,Mulau,5,Plasma,2011,Lonsum,TM,J302011,1043,8.51,122.56169212690952
1058,J30,Mulau,5,Plasma,2020,Socfindo,TM,J302020,300,2.44,122.95081967213116
1059,J30,Mulau,5,Plasma,2021,Socfindo,TBM,J302021,2909,20.82,139.72142170989434
1060,J30,Mulau,5,Plasma,2022,Socfindo,TBM,J302022,174,1.3199999999999998,131.81818181818184
1061,J31,Mulau,5,Plasma,2011,Lonsum,TM,J312011,1863,13.62,136.784140969163
1062,J31,Mulau,5,Plasma,2020,Socfindo,TM,J312020,140,0.54,259.25925925925924
1063,J31,Mulau,5,Plasma,2021,Lonsum,TBM,J312021,1138,8.669095,131.27091120814802
1064,J31,Mulau,5,Plasma,2022,Socfindo,TBM,J312022,19,0.09,211.11111111111111
1065,J32,Mulau,5,Plasma,2011,Lonsum,TM,J322011,1649,12.58,131.08108108108107
1066,J32,Mulau,5,Plasma,2020,Socfindo,TM,J322020,401,3.25,123.3846153846154
1067,J32,Mulau,5,Plasma,2021,Socfindo,TBM,J322021,1346,9.83,136.92777212614445
1068,J32,Mulau,5,Plasma,2022,Lonsum,TBM,J322022,673,4.8,140.20833333333334
1069,J33,Mulau,5,Plasma,2012,Lonsum,TM,J332012,2096,22.42,93.4879571810883
1070,J33,Mulau,5,Plasma,2020,Socfindo,TM,J332020,1085,8.36,129.78468899521533
1071,J33,Mulau,5,Plasma,2021,Socfindo,TBM,J332021,245,2.0,122.5
1072,J33,Mulau,5,Plasma,2022,Socfindo,TBM,J332022,1036,2.86,362.23776223776224
1073,J33,Mulau,5,Plasma,2023,Socfindo,TBM,J332023,40,0.31,129.03225806451613
1074,J35,Mulau,5,Plasma,2022,Socfindo,TBM,J352022,1521,11.11,136.90369036903692
1075,J36,Mulau,5,Plasma,2022,Socfindo,TBM,J362022,908,6.71,135.3204172876304
1076,J37,Mulau,5,Plasma,2021,Socfindo,TBM,J372021,565,4.12,137.1359223300971
1077,J37,Mulau,5,Plasma,2022,Socfindo,TBM,J372022,2083,15.2,137.03947368421052
1078,J37,Mulau,5,Plasma,2023,Lonsum,TBM,J372023,502,3.51,143.019943019943
1079,J38,Mulau,5,Plasma,2021,Socfindo,TBM,J382021,1382,9.78,141.30879345603273
1080,J38,Mulau,5,Plasma,2022,Socfindo,TBM,J382022,169,1.1,153.63636363636363
1081,J38,Mulau,5,Plasma,2023,Socfindo,TBM,J382023,1204,8.53,141.14888628370457
1082,J39,Mulau,5,Plasma,2021,Socfindo,TBM,J392021,28,0.18,155.55555555555557
1083,J39,Mulau,5,Plasma,2022,Lonsum,TBM,J392022,339,2.4,141.25
1084,J40,Mulau,5,Plasma,2022,Lonsum,TBM,J402022,431,2.94,146.59863945578232
1085,J40,Mulau,5,Plasma,2023,Lonsum,TBM,J402023,162,1.25,129.6
1086,J41,Mulau,5,Plasma,2021,Socfindo,TBM,J412021,455,3.21,141.74454828660436
1087,J41,Mulau,5,Plasma,2022,Socfindo,TBM,J412022,156,1.26,123.8095238095238
1088,J42,Mulau,5,Plasma,2021,Socfindo,TBM,J422021,884,6.41,137.90951638065522
1089,J42,Mulau,5,Plasma,2022,Socfindo,TBM,J422022,526,3.42,153.80116959064327
1090,J42,Mulau,5,Plasma,2023,Lonsum,TBM,J422023,13,0.08,162.5
1091,J43,Mulau,5,Plasma,2021,Socfindo,TBM,J432021,152,1.12,135.7142857142857
1092,J43,Mulau,5,Plasma,2022,Socfindo,TBM,J432022,799,5.83,137.04974271012006
1093,J43,Mulau,5,Plasma,2023,Socfindo,TBM,J432023,45,0.25,180.0
1094,J44,Mulau,5,Plasma,2022,Socfindo,TBM,J442022,1047,7.91,132.36409608091023
1095,J44,Mulau,5,Plasma,2023,Socfindo,TBM,J442023,68,0.52,130.76923076923077
1096,J45,Mulau,5,Plasma,2022,Socfindo,TBM,J452022,660,4.94,133.60323886639677
1097,J45,Mulau,5,Plasma,2023,Socfindo,TBM,J452023,30,0.17,176.47058823529412
1098,J46,Mulau,5,Plasma,2022,Lonsum,TBM,J462022,1394,10.15,137.33990147783254
1099,J46,Mulau,5,Plasma,2023,Sriwijaya,TBM,J462023,574,4.140000000000001,138.64734299516903
1100,J47,Mulau,5,Plasma,2022,Sriwijaya,TBM,J472022,1111,8.24,134.83009708737865
1101,J47,Mulau,5,Plasma,2023,Sriwijaya,TBM,J472023,286,2.1,136.19047619047618
1102,J48,Mulau,5,Plasma,2021,Socfindo,TBM,J482021,32,0.25,128.0
1103,J48,Mulau,5,Plasma,2022,Lonsum,TBM,J482022,659,4.85,135.87628865979383
1104,J49,Mulau,5,Plasma,2022,Lonsum,TBM,J492022,1440,10.86,132.59668508287294
1105,J50,Mulau,5,Plasma,2021,Socfindo,TBM,J502021,133,1.0,133.0
1106,J50,Mulau,5,Plasma,2022,Socfindo,TBM,J502022,2344,17.95,130.5849582172702
1107,J50,Mulau,5,Plasma,2023,Socfindo,TBM,J502023,315,2.24,140.625
1108,J51,Mulau,5,Plasma,2021,Socfindo,TBM,J512021,209,1.45,144.13793103448276
1109,J51,Mulau,5,Plasma,2022,Socfindo,TBM,J512022,3185,23.379999999999995,136.22754491017966
1110,J51,Mulau,5,Plasma,2023,Socfindo,TBM,J512023,58,0.49,118.36734693877553
1111,J52,Mulau,5,Plasma,2022,Lonsum,TBM,J522022,1131,8.22,137.5912408759124
1112,J53,Mulau,5,Plasma,2022,Lonsum,TBM,J532022,2337,17.11,136.58679135008768
1113,J53,Mulau,5,Plasma,2023,Socfindo,TBM,J532023,30,0.26,115.3846153846154
1114,J54,Mulau,5,Plasma,2022,Socfindo,TBM,J542022,1159,9.45,122.64550264550266
1115,J54,Mulau,5,Plasma,2023,Lonsum,TBM,J542023,415,2.69,154.27509293680296
1116,J55,Mulau,5,Plasma,2022,Socfindo,TBM,J552022,1229,8.65,142.08092485549133
1117,J59,Mulau,5,Plasma,2022,Lonsum,TBM,J592022,91,0.74,122.97297297297295
1118,J60,Mulau,5,Plasma,2022,Lonsum,TBM,J602022,514,3.71,138.544474393531
1119,J62,Mulau,5,Plasma,2022,Lonsum,TBM,J622022,1395,10.42,133.87715930902112
1120,J62,Mulau,5,Plasma,2023,Lonsum,TBM,J622023,345,2.5700000000000003,134.24124513618676
1121,J62,Mulau,5,Plasma,2024,Topaz,TBM,J622024,79,0.54,146.29629629629628
1122,J63,Mulau,5,Plasma,2022,Lonsum,TBM,J632022,1588,11.47,138.44812554489974
1123,J63,Mulau,5,Plasma,2023,Lonsum,TBM,J632023,22,0.18,122.22222222222224
1124,J64,Mulau,5,Plasma,2022,Lonsum,TBM,J642022,785,5.680000000000001,138.20422535211267
1125,J64,Mulau,5,Plasma,2023,Lonsum,TBM,J642023,94,0.77,122.07792207792208
1126,J65,Mulau,5,Plasma,2022,Lonsum,TBM,J652022,13,0.1,130.0
1127,J68,Mulau,5,Plasma,2023,Lonsum,TBM,J682023,358,2.52,142.06349206349205
1128,J67,Mulau,5,Plasma,2023,Lonsum,TBM,J672023,251,1.58,158.86075949367088
1129,J69,Mulau,5,Plasma,2023,Lonsum,TBM,J692023,646,4.779999999999999,135.14644351464435
1130,J70,Mulau,5,Plasma,2022,Lonsum,TBM,J702022,151,0.99,152.52525252525254
1131,J70,Mulau,5,Plasma,2023,Sriwijaya,TBM,J702023,406,2.88,140.97222222222223
1132,J71,Mulau,5,Plasma,2022,Lonsum,TBM,J712022,930,6.609999999999999,140.695915279879
1133,J71,Mulau,5,Plasma,2023,Lonsum,TBM,J712023,668,4.89,136.60531697341514
1134,J72,Mulau,5,Plasma,2022,Lonsum,TBM,J722022,1603,11.55,138.78787878787878
1135,J72,Mulau,5,Plasma,2023,Lonsum,TBM,J722023,128,0.87,147.1264367816092
1136,J73,Mulau,5,Plasma,2022,Lonsum,TBM,J732022,1234,8.94,138.03131991051455
1137,J73,Mulau,5,Plasma,2023,Lonsum,TBM,J732023,42,0.26,161.53846153846152
1138,J74,Mulau,5,Plasma,2022,Lonsum,TBM,J742022,241,1.76,136.9318181818182
1139,J74,Mulau,5,Plasma,2023,Socfindo,TBM,J742023,65,0.47,138.29787234042553
1140,J75,Mulau,5,Plasma,2022,Lonsum,TBM,J752022,19,0.1,190.0
1141,K02,Ngaring,1,Inti,2023,Sriwijaya,TBM,K022023,958,6.98,137.24928366762177
1142,K02,Ngaring,1,Inti,2024,Sriwijaya,TBM,K022024,136,0.95,143.1578947368421
1143,K03,Ngaring,1,Inti,2023,Sriwijaya,TBM,K032023,1969,13.71,143.6177972283005
1144,K03,Ngaring,1,Inti,2024,Sriwijaya,TBM,K032024,6,0.07,85.71428571428571
1145,K04,Ngaring,1,Inti,2023,Lonsum,TBM,K042023,1071,7.68,139.453125
1146,K04,Ngaring,1,Inti,2024,Lonsum,TBM,K042024,9,0.08,112.5
1147,K05,Ngaring,1,Inti,2023,Sriwijaya,TBM,K052023,2953,21.41,137.9262027090145
1148,K05,Ngaring,1,Inti,2024,Sriwijaya,TBM,K052024,37,0.28,132.14285714285714
1149,K06,Ngaring,1,Inti,2023,Sriwijaya,TBM,K062023,2556,18.790000000000003,136.02980308674825
1150,K06,Ngaring,1,Inti,2024,Sriwijaya,TBM,K062024,7,0.09,77.77777777777779
1151,K07,Ngaring,1,Inti,2023,Sriwijaya,TBM,K072023,4160,29.37,141.64113040517535
1152,K07,Ngaring,1,Inti,2024,Sriwijaya,TBM,K072024,65,0.57,114.03508771929826
1153,K08,Ngaring,1,Inti,2023,Sriwijaya,TBM,K082023,2119,15.029999999999998,140.98469727212245
1154,K08,Ngaring,1,Inti,2024,Sriwijaya,TBM,K082024,676,5.06,133.59683794466403
1155,K09,Ngaring,1,Inti,2023,Sriwijaya,TBM,K092023,1860,13.159999999999998,141.3373860182371
1156,K10,Ngaring,1,Inti,2023,Sriwijaya,TBM,K102023,3922,28.28,138.68458274398867
1157,K10,Ngaring,1,Inti,2024,Sriwijaya,TBM,K102024,13,0.09,144.44444444444446
1158,K11,Ngaring,1,Inti,2023,Lonsum,TBM,K112023,2089,15.59,133.99615137908916
1159,K11,Ngaring,1,Inti,2024,Lonsum,TBM,K112024,3,0.08,37.5
1160,K12,Ngaring,1,Inti,2023,Lonsum,TBM,K122023,2223,16.34,136.04651162790697
1161,K12,Ngaring,1,Inti,2024,Lonsum,TBM,K122024,10,0.11,90.9090909090909
1162,K13,Ngaring,1,Inti,2023,Sriwijaya,TBM,K132023,2854,20.89,136.6203925323121
1163,K13,Ngaring,1,Inti,2024,Sriwijaya,TBM,K132024,12,0.11,109.0909090909091
1164,K14,Ngaring,1,Inti,2023,Sriwijaya,TBM,K142023,1863,13.330000000000002,139.75993998499624
1165,K14,Ngaring,1,Inti,2024,Sriwijaya,TBM,K142024,29,0.25,116.0
1166,K15,Ngaring,1,Inti,2023,Sriwijaya,TBM,K152023,1629,11.21,145.31668153434433
1167,K16,Ngaring,1,Inti,2023,Sriwijaya,TBM,K162023,1912,13.57,140.89904200442152
1168,K17,Ngaring,1,Inti,2023,Lonsum,TBM,K172023,2460,17.15,143.4402332361516
1169,K18,Ngaring,1,Inti,2023,Sriwijaya,TBM,K182023,1837,13.79,133.2124728063814
1170,K18,Ngaring,1,Inti,2024,Sriwijaya,TBM,K182024,13,0.08,162.5
1171,K19,Ngaring,1,Inti,2023,Sriwijaya,TBM,K192023,3168,22.58,140.30115146147034
1172,K19,Ngaring,1,Inti,2024,Sriwijaya,TBM,K192024,8,0.05,160.0
1173,K20,Ngaring,1,Inti,2023,Sriwijaya,TBM,K202023,628,4.34,144.7004608294931
1174,K20,Ngaring,1,Inti,2024,Sriwijaya,TBM,K202024,7,0.03,233.33333333333331
1175,K22,Ngaring,1,Inti,2023,Sriwijaya,TBM,K222023,1288,9.22,139.69631236442518
1176,K22,Ngaring,1,Inti,2024,Sriwijaya,TBM,K222024,7,0.04,175.0
1177,K23,Ngaring,1,Inti,2023,Sriwijaya,TBM,K232023,1259,8.770000000000001,143.55758266818697
1178,K24,Ngaring,1,Inti,2023,Sriwijaya,TBM,K242023,1437,10.31,139.37924345295832
1179,K25,Ngaring,1,Inti,2023,Sriwijaya,TBM,K252023,2212,16.57,133.49426674713337
1180,K27,Ngaring,1,Inti,2023,Lonsum,TBM,K272023,315,2.3,136.95652173913044
1181,K27,Ngaring,1,Inti,2024,Lonsum,TBM,K272024,14,0.08,175.0
1182,K28,Ngaring,1,Inti,2023,Sriwijaya,TBM,K282023,3243,23.93,135.5202674467196
1183,K29,Ngaring,1,Inti,2023,Sriwijaya,TBM,K292023,1327,9.59,138.3733055265902
1184,K30,Ngaring,1,Inti,2023,Lonsum,TBM,K302023,1111,8.15,136.31901840490798
1185,K31,Ngaring,1,Inti,2023,Sriwijaya,TBM,K312023,2084,14.41,144.62179042331715
1186,K31,Ngaring,1,Inti,2024,Sriwijaya,TBM,K312024,8,0.07,114.28571428571428
1187,K33,Ngaring,1,Inti,2023,Lonsum,TBM,K332023,931,7.329999999999999,127.01227830832198
1188,L02,Ngaring,2,Inti,2023,Topaz,TBM,L022023,192,1.43,134.26573426573427
1189,L02,Ngaring,2,Inti,2024,Topaz,TBM,L022024,8,0.0,0.0
1190,L03,Ngaring,2,Inti,2023,Topaz,TBM,L032023,186,1.4,132.85714285714286
1191,L04,Ngaring,2,Inti,2023,Topaz,TBM,L042023,268,1.84,145.65217391304347
1192,L05,Ngaring,2,Inti,2023,Topaz,TBM,L052023,753,5.96,126.34228187919464
1193,L06,Ngaring,2,Inti,2023,Topaz,TBM,L062023,887,6.72,131.99404761904762
1194,L07,Ngaring,2,Inti,2023,Topaz,TBM,L072023,372,2.8400000000000003,130.98591549295773
1195,L07,Ngaring,2,Inti,2024,Topaz,TBM,L072024,111,0.84,132.14285714285714
1196,L08,Ngaring,2,Inti,2023,Lonsum,TBM,L082023,1585,11.59,136.755823986195
1197,L08,Ngaring,2,Inti,2024,Topaz,TBM,L082024,197,1.38,142.75362318840578
1198,L09,Ngaring,2,Inti,2023,Topaz,TBM,L092023,1659,12.98,127.81201848998458
1199,L09,Ngaring,2,Inti,2024,Topaz,TBM,L092024,5,0.05,100.0
1200,L10,Ngaring,2,Inti,2023,Topaz,TBM,L102023,1331,10.510000000000002,126.64129400570884
1201,L10,Ngaring,2,Inti,2024,Topaz,TBM,L102024,14,0.14,100.0
1202,L11,Ngaring,2,Inti,2023,Lonsum,TBM,L112023,2765,21.03,131.47883975273422
1203,L12,Ngaring,2,Inti,2023,Lonsum,TBM,L122023,608,4.45,136.62921348314606
1204,L12,Ngaring,2,Inti,2024,Topaz,TBM,L122024,36,0.1200000000000001,299.9999999999996
1205,L13,Ngaring,2,Inti,2023,Lonsum,TBM,L132023,3219,23.92,134.57357859531774
1206,L13,Ngaring,2,Inti,2024,Topaz,TBM,L132024,20,0.2,100.0
1207,L14,Ngaring,2,Inti,2023,Topaz,TBM,L142023,2293,19.700000000000003,116.3959390862944
1208,L14,Ngaring,2,Inti,2024,Topaz,TBM,L142024,48,0.9,53.33333333333333
1209,L15,Ngaring,2,Inti,2023,Topaz,TBM,L152023,116,0.89,130.3370786516854
1210,L15,Ngaring,2,Inti,2024,Topaz,TBM,L152024,9,0.15,60.0
1211,L16,Ngaring,2,Inti,2023,Topaz,TBM,L162023,959,6.95,137.98561151079136
1212,L16,Ngaring,2,Inti,2024,Topaz,TBM,L162024,162,1.4500000000000002,111.72413793103446
1213,L17,Ngaring,2,Inti,2023,Topaz,TBM,L172023,1078,7.94,135.7682619647355
1214,L17,Ngaring,2,Inti,2024,Topaz,TBM,L172024,3,0.04,75.0
1215,L18,Ngaring,2,Inti,2023,Topaz,TBM,L182023,3188,25.69,124.0949785908914
1216,L18,Ngaring,2,Inti,2024,Topaz,TBM,L182024,4,0.05,80.0
1217,L19,Ngaring,2,Inti,2023,Lonsum,TBM,L192023,1666,12.19,136.66940114848236
1218,L19,Ngaring,2,Inti,2024,Topaz,TBM,L192024,28,0.23,121.7391304347826
1219,L20,Ngaring,2,Inti,2023,Lonsum,TBM,L202023,130,0.93,139.78494623655914
1220,L21,Ngaring,2,Inti,2023,Lonsum,TBM,L212023,737,5.180000000000001,142.27799227799227
1221,L21,Ngaring,2,Inti,2024,Topaz,TBM,L212024,8,0.09,88.88888888888889
1222,L22,Ngaring,2,Inti,2023,Topaz,TBM,L222023,2836,21.01,134.9833412660638
1223,L22,Ngaring,2,Inti,2024,Topaz,TBM,L222024,2,0.02,100.0
1224,L23,Ngaring,2,Inti,2023,Topaz,TBM,L232023,826,6.079999999999999,135.85526315789477
1225,L23,Ngaring,2,Inti,2024,Topaz,TBM,L232024,9,0.14,64.28571428571428
1226,L24,Ngaring,2,Inti,2023,Topaz,TBM,L242023,564,3.91,144.2455242966752
1227,L25,Ngaring,2,Inti,2023,Topaz,TBM,L252023,1725,12.329999999999998,139.90267639902677
1228,L25,Ngaring,2,Inti,2024,Topaz,TBM,L252024,44,0.44,100.0
1229,M01,Ngaring,3,Inti,2023,Topaz,TBM,M012023,1055,8.379999999999999,125.8949880668258
1230,M01,Ngaring,3,Inti,2024,Topaz,TBM,M012024,61,0.56,108.92857142857142
1231,M02,Ngaring,3,Inti,2023,Topaz,TBM,M022023,2145,17.27,124.20382165605096
1232,M02,Ngaring,3,Inti,2024,Topaz,TBM,M022024,183,1.77,103.38983050847456
1233,M03,Ngaring,3,Inti,2023,Topaz,TBM,M032023,41,0.3,136.66666666666669
1234,M04,Ngaring,3,Inti,2023,Topaz,TBM,M042023,141,1.06,133.0188679245283
1235,M04,Ngaring,3,Inti,2024,Topaz,TBM,M042024,791,5.98,132.2742474916388
1236,M05,Ngaring,3,Inti,2023,Topaz,TBM,M052023,3029,24.27,124.80428512566957
1237,M05,Ngaring,3,Inti,2024,Topaz,TBM,M052024,185,1.41,131.20567375886523
1238,M06,Ngaring,3,Inti,2024,Topaz,TBM,M062024,28,0.18,155.55555555555557
1239,M07,Ngaring,3,Inti,2023,Topaz,TBM,M072023,1712,12.48,137.17948717948718
1240,M07,Ngaring,3,Inti,2024,Topaz,TBM,M072024,1081,8.44,128.08056872037915
1241,M08,Ngaring,3,Inti,2024,Topaz,TBM,M082024,629,4.42,142.30769230769232
1242,M11,Ngaring,3,Inti,2024,Topaz,TBM,M112024,776,6.06,128.05280528052805
1243,M12,Ngaring,3,Inti,2023,Topaz,TBM,M122023,1002,7.49,133.77837116154873
1244,M12,Ngaring,3,Inti,2024,Topaz,TBM,M122024,1305,9.45,138.0952380952381
1245,M13,Ngaring,3,Inti,2024,Topaz,TBM,M132024,119,0.72,165.27777777777777
1246,M14,Ngaring,3,Inti,2023,Topaz,TBM,M142023,341,2.55,133.72549019607845
1247,M14,Ngaring,3,Inti,2024,Topaz,TBM,M142024,24,0.15,160.0
1248,M15,Ngaring,3,Inti,2023,Topaz,TBM,M152023,453,3.32,136.44578313253012
1249,M15,Ngaring,3,Inti,2024,Topaz,TBM,M152024,1364,10.14,134.51676528599606
1250,M16,Ngaring,3,Inti,2024,Topaz,TBM,M162024,452,3.18,142.13836477987422
1251,M19,Ngaring,3,Inti,2024,Topaz,TBM,M192024,984,6.91,142.40231548480463
1252,M20,Ngaring,3,Inti,2023,Topaz,TBM,M202023,96,0.75,128.0
1253,M20,Ngaring,3,Inti,2024,Topaz,TBM,M202024,491,3.43,143.14868804664724
1254,M21,Ngaring,3,Inti,2023,Topaz,TBM,M212023,71,0.44,161.36363636363637
1255,M21,Ngaring,3,Inti,2024,Topaz,TBM,M212024,340,2.39,142.2594142259414
1256,M23,Ngaring,3,Inti,2024,Topaz,TBM,M232024,631,4.609999999999999,136.87635574837313
1257,M24,Ngaring,3,Inti,2024,Topaz,TBM,M242024,956,7.109999999999999,134.45850914205346
1258,M25,Ngaring,3,Inti,2024,Topaz,TBM,M252024,359,2.54,141.33858267716536
1259,M26,Ngaring,3,Inti,2024,Topaz,TBM,M262024,69,0.52,132.69230769230768
1260,M28,Ngaring,3,Inti,2023,Topaz,TBM,M282023,165,1.43,115.3846153846154
1261,M29,Ngaring,3,Inti,2023,Topaz,TBM,M292023,343,2.87,119.5121951219512
1262,M30,Ngaring,3,Inti,2023,Topaz,TBM,M302023,642,5.31,120.90395480225988
1263,M31,Ngaring,3,Inti,2023,Topaz,TBM,M312023,58,0.4,145.0
1264,M32,Ngaring,3,Inti,2023,Topaz,TBM,M322023,280,2.26,123.89380530973452
1265,M33,Ngaring,3,Inti,2023,Topaz,TBM,M332023,55,0.48,114.58333333333334
1266,M35,Ngaring,3,Inti,2023,Topaz,TBM,M352023,60,0.52,115.3846153846154
1267,M36,Ngaring,3,Inti,2023,Topaz,TBM,M362023,1556,12.21,127.43652743652744
1268,M36,Ngaring,3,Inti,2024,Topaz,TBM,M362024,46,0.38,121.05263157894736
1269,M37,Ngaring,3,Inti,2023,Topaz,TBM,M372023,779,5.43,143.4622467771639
1270,M37,Ngaring,3,Inti,2024,Topaz,TBM,M372024,29,0.31,93.5483870967742
1271,M38,Ngaring,3,Inti,2023,Topaz,TBM,M382023,1661,13.32,124.69969969969968
1272,M38,Ngaring,3,Inti,2024,Topaz,TBM,M382024,13,0.09,144.44444444444446
1273,M40,Ngaring,3,Inti,2023,Topaz,TBM,M402023,864,6.69,129.14798206278027
1274,M41,Ngaring,3,Inti,2023,Topaz,TBM,M412023,310,2.4800000000000004,124.99999999999996
1275,N02,Ngaring,4,Inti,2024,Topaz,TBM,N022024,2448,17.85,137.14285714285714
1276,N03,Ngaring,4,Inti,2024,Topaz,TBM,N032024,454,3.31,137.16012084592143
1277,N04,Ngaring,4,Inti,2024,Topaz,TBM,N042024,2756,19.83,138.9813414019163
1278,N05,Ngaring,4,Inti,2024,Topaz,TBM,N052024,2272,16.12,140.94292803970222
1279,N09,Ngaring,4,Inti,2024,Topaz,TBM,N092024,1781,12.75,139.68627450980392
1280,N10,Ngaring,4,Inti,2024,Topaz,TBM,N102024,2586,18.67,138.51098018211036
1281,N11,Ngaring,4,Inti,2024,Topaz,TBM,N112024,138,0.83,166.26506024096386
1282,N12,Ngaring,4,Inti,2024,Topaz,TBM,N122024,1396,9.85,141.72588832487307
1283,N13,Ngaring,4,Inti,2024,Topaz,TBM,N132024,1072,7.819999999999999,137.0843989769821
1284,N14,Ngaring,4,Inti,2024,Topaz,TBM,N142024,2003,14.61,137.09787816563997
1285,N15,Ngaring,4,Inti,2024,Topaz,TBM,N152024,561,3.94,142.38578680203045
1286,N21,Ngaring,4,Inti,2024,Socfindo,TBM,N212024,210,1.54,136.36363636363637
1287,N22,Ngaring,4,Inti,2024,Socfindo,TBM,N222024,939,6.73,139.52451708766716
1288,N23,Ngaring,4,Inti,2024,Socfindo,TBM,N232024,1562,11.32,137.98586572438165
1289,N24,Ngaring,4,Inti,2024,Socfindo,TBM,N242024,233,1.97,118.2741116751269
1290,N25,Ngaring,4,Inti,2024,Socfindo,TBM,N252024,844,6.130000000000001,137.68352365415984
1291,N26,Ngaring,4,Inti,2024,Socfindo,TBM,N262024,74,0.47,157.4468085106383
1292,N34,Ngaring,4,Inti,2024,Socfindo,TBM,N342024,1055,7.61,138.6333771353482
1293,N35,Ngaring,4,Inti,2024,Socfindo,TBM,N352024,132,0.99,133.33333333333334
1294,N36,Ngaring,4,Inti,2024,Socfindo,TBM,N362024,471,3.64,129.39560439560438
1295,N37,Ngaring,4,Inti,2024,Socfindo,TBM,N372024,1067,7.42,143.80053908355796
1296,N44,Ngaring,4,Inti,2024,Socfindo,TBM,N442024,568,3.7,153.51351351351352
1297,N45,Ngaring,4,Inti,2024,Socfindo,TBM,N452024,62,0.53,116.98113207547168
