id,tahun,blok,estate,divisi,tahun_tanam,blok_tt,luas,pokok,lsu,unsur_hara
5349,2021,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.18,P
5350,2022,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.18,P
5351,2023,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.15,P
5352,2024,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.17,P
5353,2021,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,1.28,K
5354,2022,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,1.06,K
5355,2023,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.78,K
5356,2024,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.99,K
5357,2021,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.4,Ca
5358,2022,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.58,Ca
5359,2023,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.52,Ca
5360,2024,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.37,Ca
5361,2021,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.31,Mg
5362,2022,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.32,Mg
5363,2023,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.26,Mg
5364,2024,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.33,Mg
5365,2021,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,17.1,B
5366,2022,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,14.16,B
5367,2023,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,12.57,B
5368,2024,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,13.78,B
5369,2021,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,6.68,Cu
5370,2022,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.0,Cu
5371,2023,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.0,Cu
5372,2024,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,7.08,Cu
5373,2021,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.0,Zn
5374,2022,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.0,Zn
5375,2023,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,0.0,Zn
5376,2024,E11,Sedadung,5,2010,E112010,8760000000000000.0,1230,14.25,Zn
5377,2021,E12,Sedadung,5,2010,E122010,4.98,782,2.8,N
5378,2022,E12,Sedadung,5,2010,E122010,4.98,782,2.22,N
5379,2023,E12,Sedadung,5,2010,E122010,4.98,782,0.0,N
5380,2024,E12,Sedadung,5,2010,E122010,4.98,782,2.25,N
5381,2021,E12,Sedadung,5,2010,E122010,4.98,782,0.18,P
5382,2022,E12,Sedadung,5,2010,E122010,4.98,782,0.19,P
5383,2023,E12,Sedadung,5,2010,E122010,4.98,782,0.0,P
5384,2024,E12,Sedadung,5,2010,E122010,4.98,782,0.15,P
5385,2021,E12,Sedadung,5,2010,E122010,4.98,782,1.24,K
5386,2022,E12,Sedadung,5,2010,E122010,4.98,782,1.35,K
5387,2023,E12,Sedadung,5,2010,E122010,4.98,782,0.0,K
5388,2024,E12,Sedadung,5,2010,E122010,4.98,782,0.71,K
5389,2021,E12,Sedadung,5,2010,E122010,4.98,782,0.58,Ca
5390,2022,E12,Sedadung,5,2010,E122010,4.98,782,0.52,Ca
5391,2023,E12,Sedadung,5,2010,E122010,4.98,782,0.0,Ca
5392,2024,E12,Sedadung,5,2010,E122010,4.98,782,0.61,Ca
5393,2021,E12,Sedadung,5,2010,E122010,4.98,782,0.34,Mg
5394,2022,E12,Sedadung,5,2010,E122010,4.98,782,0.27,Mg
5395,2023,E12,Sedadung,5,2010,E122010,4.98,782,0.0,Mg
5396,2024,E12,Sedadung,5,2010,E122010,4.98,782,0.35,Mg
5397,2021,E12,Sedadung,5,2010,E122010,4.98,782,13.16,B
5398,2022,E12,Sedadung,5,2010,E122010,4.98,782,15.32,B
5399,2023,E12,Sedadung,5,2010,E122010,4.98,782,0.0,B
5400,2024,E12,Sedadung,5,2010,E122010,4.98,782,11.42,B
5401,2021,E12,Sedadung,5,2010,E122010,4.98,782,5.82,Cu
5402,2022,E12,Sedadung,5,2010,E122010,4.98,782,0.0,Cu
5403,2023,E12,Sedadung,5,2010,E122010,4.98,782,0.0,Cu
5404,2024,E12,Sedadung,5,2010,E122010,4.98,782,3.81,Cu
5405,2021,E12,Sedadung,5,2010,E122010,4.98,782,0.0,Zn
5406,2022,E12,Sedadung,5,2010,E122010,4.98,782,0.0,Zn
5407,2023,E12,Sedadung,5,2010,E122010,4.98,782,0.0,Zn
5408,2024,E12,Sedadung,5,2010,E122010,4.98,782,17.93,Zn
5409,2021,E13,Sedadung,5,2010,E132010,27.14,3545,3.14,N
5410,2022,E13,Sedadung,5,2010,E132010,27.14,3545,2.16,N
5411,2023,E13,Sedadung,5,2010,E132010,27.14,3545,2.03,N
5412,2024,E13,Sedadung,5,2010,E132010,27.14,3545,2.49,N
5413,2021,E13,Sedadung,5,2010,E132010,27.14,3545,0.19,P
5414,2022,E13,Sedadung,5,2010,E132010,27.14,3545,0.16,P
5415,2023,E13,Sedadung,5,2010,E132010,27.14,3545,0.13,P
5416,2024,E13,Sedadung,5,2010,E132010,27.14,3545,0.15,P
5417,2021,E13,Sedadung,5,2010,E132010,27.14,3545,1.19,K
5418,2022,E13,Sedadung,5,2010,E132010,27.14,3545,1.26,K
5419,2023,E13,Sedadung,5,2010,E132010,27.14,3545,0.65,K
5420,2024,E13,Sedadung,5,2010,E132010,27.14,3545,0.88,K
5421,2021,E13,Sedadung,5,2010,E132010,27.14,3545,0.53,Ca
5422,2022,E13,Sedadung,5,2010,E132010,27.14,3545,0.57,Ca
5423,2023,E13,Sedadung,5,2010,E132010,27.14,3545,0.61,Ca
5424,2024,E13,Sedadung,5,2010,E132010,27.14,3545,0.41,Ca
5425,2021,E13,Sedadung,5,2010,E132010,27.14,3545,0.29,Mg
5426,2022,E13,Sedadung,5,2010,E132010,27.14,3545,0.29,Mg
5427,2023,E13,Sedadung,5,2010,E132010,27.14,3545,0.3,Mg
5428,2024,E13,Sedadung,5,2010,E132010,27.14,3545,0.2,Mg
5429,2021,E13,Sedadung,5,2010,E132010,27.14,3545,16.97,B
5430,2022,E13,Sedadung,5,2010,E132010,27.14,3545,14.96,B
5431,2023,E13,Sedadung,5,2010,E132010,27.14,3545,12.82,B
5432,2024,E13,Sedadung,5,2010,E132010,27.14,3545,9.34,B
5433,2021,E13,Sedadung,5,2010,E132010,27.14,3545,5.78,Cu
5434,2022,E13,Sedadung,5,2010,E132010,27.14,3545,0.0,Cu
5435,2023,E13,Sedadung,5,2010,E132010,27.14,3545,0.0,Cu
5436,2024,E13,Sedadung,5,2010,E132010,27.14,3545,4.33,Cu
5437,2021,E13,Sedadung,5,2010,E132010,27.14,3545,0.0,Zn
5438,2022,E13,Sedadung,5,2010,E132010,27.14,3545,0.0,Zn
5439,2023,E13,Sedadung,5,2010,E132010,27.14,3545,0.0,Zn
5440,2024,E13,Sedadung,5,2010,E132010,27.14,3545,18.69,Zn
5441,2021,E15,Sedadung,5,2010,E152010,21.41,2817,3.05,N
5442,2022,E15,Sedadung,5,2010,E152010,21.41,2817,2.21,N
5443,2023,E15,Sedadung,5,2010,E152010,21.41,2817,2.18,N
5444,2024,E15,Sedadung,5,2010,E152010,21.41,2817,2.68,N
5445,2021,E15,Sedadung,5,2010,E152010,21.41,2817,0.18,P
5446,2022,E15,Sedadung,5,2010,E152010,21.41,2817,0.19,P
5447,2023,E15,Sedadung,5,2010,E152010,21.41,2817,0.14,P
5448,2024,E15,Sedadung,5,2010,E152010,21.41,2817,0.15,P
5449,2021,E15,Sedadung,5,2010,E152010,21.41,2817,1.24,K
5450,2022,E15,Sedadung,5,2010,E152010,21.41,2817,1.38,K
5451,2023,E15,Sedadung,5,2010,E152010,21.41,2817,0.82,K
5452,2024,E15,Sedadung,5,2010,E152010,21.41,2817,0.66,K
5453,2021,E15,Sedadung,5,2010,E152010,21.41,2817,0.38,Ca
5454,2022,E15,Sedadung,5,2010,E152010,21.41,2817,0.48,Ca
5455,2023,E15,Sedadung,5,2010,E152010,21.41,2817,0.54,Ca
5456,2024,E15,Sedadung,5,2010,E152010,21.41,2817,0.48,Ca
5457,2021,E15,Sedadung,5,2010,E152010,21.41,2817,0.32,Mg
5458,2022,E15,Sedadung,5,2010,E152010,21.41,2817,0.28,Mg
5459,2023,E15,Sedadung,5,2010,E152010,21.41,2817,0.27,Mg
5460,2024,E15,Sedadung,5,2010,E152010,21.41,2817,0.29,Mg
5461,2021,E15,Sedadung,5,2010,E152010,21.41,2817,18.32,B
5462,2022,E15,Sedadung,5,2010,E152010,21.41,2817,13.3,B
5463,2023,E15,Sedadung,5,2010,E152010,21.41,2817,13.56,B
5464,2024,E15,Sedadung,5,2010,E152010,21.41,2817,17.88,B
5465,2021,E15,Sedadung,5,2010,E152010,21.41,2817,7.57,Cu
5466,2022,E15,Sedadung,5,2010,E152010,21.41,2817,0.0,Cu
5467,2023,E15,Sedadung,5,2010,E152010,21.41,2817,0.0,Cu
5468,2024,E15,Sedadung,5,2010,E152010,21.41,2817,3.86,Cu
5469,2021,E15,Sedadung,5,2010,E152010,21.41,2817,0.0,Zn
5470,2022,E15,Sedadung,5,2010,E152010,21.41,2817,0.0,Zn
5471,2023,E15,Sedadung,5,2010,E152010,21.41,2817,0.0,Zn
5472,2024,E15,Sedadung,5,2010,E152010,21.41,2817,9.61,Zn
5473,2021,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,N
5474,2022,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,N
5475,2023,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,N
5476,2024,E15,Sedadung,5,2020,E152020,10.38,1387,2.83,N
5477,2021,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,P
5478,2022,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,P
5479,2023,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,P
5480,2024,E15,Sedadung,5,2020,E152020,10.38,1387,0.17,P
5481,2021,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,K
5482,2022,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,K
5483,2023,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,K
5484,2024,E15,Sedadung,5,2020,E152020,10.38,1387,0.9,K
5485,2021,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,Ca
5486,2022,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,Ca
5487,2023,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,Ca
5488,2024,E15,Sedadung,5,2020,E152020,10.38,1387,0.65,Ca
5489,2021,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,Mg
5490,2022,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,Mg
5491,2023,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,Mg
5492,2024,E15,Sedadung,5,2020,E152020,10.38,1387,0.34,Mg
5493,2021,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,B
5494,2022,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,B
5495,2023,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,B
5496,2024,E15,Sedadung,5,2020,E152020,10.38,1387,13.42,B
5497,2021,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,Cu
5498,2022,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,Cu
5499,2023,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,Cu
5500,2024,E15,Sedadung,5,2020,E152020,10.38,1387,5.67,Cu
5501,2021,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,Zn
5502,2022,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,Zn
5503,2023,E15,Sedadung,5,2020,E152020,10.38,1387,0.0,Zn
5504,2024,E15,Sedadung,5,2020,E152020,10.38,1387,15.27,Zn
5505,2021,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,2.33,N
5506,2022,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,2.43,N
5507,2023,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.0,N
5508,2024,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,2.44,N
5509,2021,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.15,P
5510,2022,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.19,P
5511,2023,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.0,P
5512,2024,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.15,P
5513,2021,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,1.17,K
5514,2022,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,1.38,K
5515,2023,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.0,K
5516,2024,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,1.14,K
5517,2021,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.48,Ca
5518,2022,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.5,Ca
5519,2023,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.0,Ca
5520,2024,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.52,Ca
5521,2021,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.29,Mg
5522,2022,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.33,Mg
5523,2023,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.0,Mg
5524,2024,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.32,Mg
5525,2021,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,17.11,B
5526,2022,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,15.89,B
5527,2023,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.0,B
5528,2024,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,11.73,B
5529,2021,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,5.67,Cu
5530,2022,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.0,Cu
5531,2023,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.0,Cu
5532,2024,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,5.05,Cu
5533,2021,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.0,Zn
5534,2022,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.0,Zn
5535,2023,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,0.0,Zn
5536,2024,E17,Sedadung,5,2010,E172010,7499999999999990.0,945,18.32,Zn
5537,2021,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,N
5538,2022,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,N
5539,2023,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,N
5540,2024,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,2.89,N
5541,2021,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,P
5542,2022,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,P
5543,2023,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,P
5544,2024,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.17,P
5545,2021,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,K
5546,2022,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,K
5547,2023,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,K
5548,2024,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.94,K
5549,2021,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,Ca
5550,2022,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,Ca
5551,2023,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,Ca
5552,2024,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.67,Ca
5553,2021,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,Mg
5554,2022,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,Mg
5555,2023,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,Mg
5556,2024,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.32,Mg
5557,2021,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,B
5558,2022,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,B
5559,2023,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,B
5560,2024,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,10.73,B
5561,2021,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,Cu
5562,2022,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,Cu
5563,2023,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,Cu
5564,2024,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,6.15,Cu
5565,2021,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,Zn
5566,2022,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,Zn
5567,2023,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,0.0,Zn
5568,2024,E17,Sedadung,5,2020,E172020,7190000000000000.0,985,17.41,Zn
5569,2021,E20,Sedadung,6,2013,E202013,11.91,1314,2.76,N
5570,2022,E20,Sedadung,6,2013,E202013,11.91,1314,2.14,N
5571,2023,E20,Sedadung,6,2013,E202013,11.91,1314,2.18,N
5572,2024,E20,Sedadung,6,2013,E202013,11.91,1314,2.47,N
5573,2021,E20,Sedadung,6,2013,E202013,11.91,1314,0.17,P
5574,2022,E20,Sedadung,6,2013,E202013,11.91,1314,0.18,P
5575,2023,E20,Sedadung,6,2013,E202013,11.91,1314,0.14,P
5576,2024,E20,Sedadung,6,2013,E202013,11.91,1314,0.16,P
5577,2021,E20,Sedadung,6,2013,E202013,11.91,1314,1.1,K
5578,2022,E20,Sedadung,6,2013,E202013,11.91,1314,0.81,K
5579,2023,E20,Sedadung,6,2013,E202013,11.91,1314,0.71,K
5580,2024,E20,Sedadung,6,2013,E202013,11.91,1314,0.8,K
5581,2021,E20,Sedadung,6,2013,E202013,11.91,1314,0.59,Ca
5582,2022,E20,Sedadung,6,2013,E202013,11.91,1314,0.77,Ca
5583,2023,E20,Sedadung,6,2013,E202013,11.91,1314,0.52,Ca
5584,2024,E20,Sedadung,6,2013,E202013,11.91,1314,0.72,Ca
5585,2021,E20,Sedadung,6,2013,E202013,11.91,1314,0.35,Mg
5586,2022,E20,Sedadung,6,2013,E202013,11.91,1314,0.3,Mg
5587,2023,E20,Sedadung,6,2013,E202013,11.91,1314,0.36,Mg
5588,2024,E20,Sedadung,6,2013,E202013,11.91,1314,0.35,Mg
5589,2021,E20,Sedadung,6,2013,E202013,11.91,1314,16.37,B
5590,2022,E20,Sedadung,6,2013,E202013,11.91,1314,17.36,B
5591,2023,E20,Sedadung,6,2013,E202013,11.91,1314,10.61,B
5592,2024,E20,Sedadung,6,2013,E202013,11.91,1314,12.71,B
5593,2021,E20,Sedadung,6,2013,E202013,11.91,1314,6.74,Cu
5594,2022,E20,Sedadung,6,2013,E202013,11.91,1314,0.0,Cu
5595,2023,E20,Sedadung,6,2013,E202013,11.91,1314,0.0,Cu
5596,2024,E20,Sedadung,6,2013,E202013,11.91,1314,3.31,Cu
5597,2021,E20,Sedadung,6,2013,E202013,11.91,1314,0.0,Zn
5598,2022,E20,Sedadung,6,2013,E202013,11.91,1314,0.0,Zn
5599,2023,E20,Sedadung,6,2013,E202013,11.91,1314,0.0,Zn
5600,2024,E20,Sedadung,6,2013,E202013,11.91,1314,19.63,Zn
5601,2021,E20,Sedadung,6,2020,E202020,1.52,614,0.0,N
5602,2022,E20,Sedadung,6,2020,E202020,1.52,614,0.0,N
5603,2023,E20,Sedadung,6,2020,E202020,1.52,614,0.0,N
5604,2024,E20,Sedadung,6,2020,E202020,1.52,614,2.3,N
5605,2021,E20,Sedadung,6,2020,E202020,1.52,614,0.0,P
5606,2022,E20,Sedadung,6,2020,E202020,1.52,614,0.0,P
5607,2023,E20,Sedadung,6,2020,E202020,1.52,614,0.0,P
5608,2024,E20,Sedadung,6,2020,E202020,1.52,614,0.14,P
5609,2021,E20,Sedadung,6,2020,E202020,1.52,614,0.0,K
5610,2022,E20,Sedadung,6,2020,E202020,1.52,614,0.0,K
5611,2023,E20,Sedadung,6,2020,E202020,1.52,614,0.0,K
5612,2024,E20,Sedadung,6,2020,E202020,1.52,614,0.54,K
5613,2021,E20,Sedadung,6,2020,E202020,1.52,614,0.0,Ca
5614,2022,E20,Sedadung,6,2020,E202020,1.52,614,0.0,Ca
5615,2023,E20,Sedadung,6,2020,E202020,1.52,614,0.0,Ca
5616,2024,E20,Sedadung,6,2020,E202020,1.52,614,0.95,Ca
5617,2021,E20,Sedadung,6,2020,E202020,1.52,614,0.0,Mg
5618,2022,E20,Sedadung,6,2020,E202020,1.52,614,0.0,Mg
5619,2023,E20,Sedadung,6,2020,E202020,1.52,614,0.0,Mg
5620,2024,E20,Sedadung,6,2020,E202020,1.52,614,0.55,Mg
5621,2021,E20,Sedadung,6,2020,E202020,1.52,614,0.0,B
5622,2022,E20,Sedadung,6,2020,E202020,1.52,614,0.0,B
5623,2023,E20,Sedadung,6,2020,E202020,1.52,614,0.0,B
5624,2024,E20,Sedadung,6,2020,E202020,1.52,614,22.7,B
5625,2021,E20,Sedadung,6,2020,E202020,1.52,614,0.0,Cu
5626,2022,E20,Sedadung,6,2020,E202020,1.52,614,0.0,Cu
5627,2023,E20,Sedadung,6,2020,E202020,1.52,614,0.0,Cu
5628,2024,E20,Sedadung,6,2020,E202020,1.52,614,4.65,Cu
5629,2021,E20,Sedadung,6,2020,E202020,1.52,614,0.0,Zn
5630,2022,E20,Sedadung,6,2020,E202020,1.52,614,0.0,Zn
5631,2023,E20,Sedadung,6,2020,E202020,1.52,614,0.0,Zn
5632,2024,E20,Sedadung,6,2020,E202020,1.52,614,14.34,Zn
5633,2021,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,2.73,N
5634,2022,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,2.72,N
5635,2023,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,2.17,N
5636,2024,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,2.7,N
5637,2021,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.17,P
5638,2022,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.18,P
5639,2023,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.15,P
5640,2024,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.17,P
5641,2021,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.96,K
5642,2022,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,1.36,K
5643,2023,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,1.53,K
5644,2024,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,1.08,K
5645,2021,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.71,Ca
5646,2022,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.45,Ca
5647,2023,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.3,Ca
5648,2024,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.57,Ca
5649,2021,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.44,Mg
5650,2022,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.25,Mg
5651,2023,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.21,Mg
5652,2024,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.26,Mg
5653,2021,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,13.06,B
5654,2022,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,13.81,B
5655,2023,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,9.87,B
5656,2024,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,11.08,B
5657,2021,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,5.32,Cu
5658,2022,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.0,Cu
5659,2023,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.0,Cu
5660,2024,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,5.32,Cu
5661,2021,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.0,Zn
5662,2022,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.0,Zn
5663,2023,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,0.0,Zn
5664,2024,E23,Sedadung,6,2011,E232011,2.07599999999999e+16,2225,22.71,Zn
5665,2021,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,2.74,N
5666,2022,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,2.36,N
5667,2023,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,2.06,N
5668,2024,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,2.28,N
5669,2021,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.17,P
5670,2022,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.17,P
5671,2023,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.15,P
5672,2024,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.14,P
5673,2021,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,1.33,K
5674,2022,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,1.07,K
5675,2023,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,1.52,K
5676,2024,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.97,K
5677,2021,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.43,Ca
5678,2022,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.69,Ca
5679,2023,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.32,Ca
5680,2024,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.53,Ca
5681,2021,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.35,Mg
5682,2022,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.36,Mg
5683,2023,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.23,Mg
5684,2024,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.24,Mg
5685,2021,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,14.84,B
5686,2022,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,13.74,B
5687,2023,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,10.44,B
5688,2024,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,11.98,B
5689,2021,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,7.41,Cu
5690,2022,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.0,Cu
5691,2023,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.0,Cu
5692,2024,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,3.95,Cu
5693,2021,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.0,Zn
5694,2022,E24,Sedadung,6,2012,E242012,1.39799999999999e+16,1610,0.0,Zn
